"ndex","name","regional","type","type2","generation","isLegendary","isMythical","isUltraBeast","family","size","form","lbs","kg","lightest","heaveiest","MegaOrPrimal","ft","m","inch","smallest","bigest"
735,"Gumshoos",NA,"Normal",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,31.3,14.2,385,797,NA,"2'04""",0.7,28,426,776
735,"Gumshoos",NA,"Normal",NA,7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",132.3,60,819,363,NA,"4'07""",1.4,55,812,390
735,"Gumshoos",NA,"Normal",NA,7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",31.3,14.2,385,797,NA,"4'07""",1.4,55,812,390
735,"Gumshoos",NA,"Normal",NA,7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",132.3,60,819,363,NA,"2'04""",0.7,28,426,776
736,"Grubbin",NA,"Bug",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,9.7,4.4,163,1019,NA,"1'04""",0.4,16,188,1014
737,"Charjabug",NA,"Bug","Electric",7,FALSE,FALSE,FALSE,NA,NA,NA,23.1,10.5,322,860,NA,"1'08""",0.5,20,273,929
738,"Vikavolt",NA,"Bug","Electric",7,FALSE,FALSE,FALSE,NA,NA,NA,99.2,45,728,454,NA,"4'11""",1.5,59,867,335
738,"Vikavolt",NA,"Bug","Electric",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",325.2,147.5,1030,152,NA,"8'06""",2.6,102,1119,83
738,"Vikavolt",NA,"Bug","Electric",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",99.2,45,728,454,NA,"8'06""",2.6,102,1119,83
738,"Vikavolt",NA,"Bug","Electric",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",325.2,147.5,1030,152,NA,"4'11""",1.5,59,867,335
739,"Crabrawler",NA,"Fighting",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,15.4,7,239,943,NA,"2'00""",0.6,24,357,845
740,"Crabominable",NA,"Fighting","Ice",7,FALSE,FALSE,FALSE,NA,NA,NA,396.8,180,1056,126,NA,"5'07""",1.7,67,962,240
741,"Oricorio",NA,"Fire","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Baile Style",7.5,3.4,124,1058,NA,"2'00""",0.6,24,358,844
741,"Oricorio",NA,"Fire","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Pom-Pom Style",7.5,3.4,125,1057,NA,"2'00""",0.6,24,359,843
741,"Oricorio",NA,"Fire","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Pa'u Style",7.5,3.4,126,1056,NA,"2'00""",0.6,24,360,842
741,"Oricorio",NA,"Fire","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Sensu Style",7.5,3.4,127,1055,NA,"2'00""",0.6,24,361,841
741,"Oricorio",NA,"Electric","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Baile Style",7.5,3.4,124,1058,NA,"2'00""",0.6,24,358,844
741,"Oricorio",NA,"Electric","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Pom-Pom Style",7.5,3.4,125,1057,NA,"2'00""",0.6,24,359,843
741,"Oricorio",NA,"Electric","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Pa'u Style",7.5,3.4,126,1056,NA,"2'00""",0.6,24,360,842
741,"Oricorio",NA,"Electric","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Sensu Style",7.5,3.4,127,1055,NA,"2'00""",0.6,24,361,841
741,"Oricorio",NA,"Psychic","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Baile Style",7.5,3.4,124,1058,NA,"2'00""",0.6,24,358,844
741,"Oricorio",NA,"Psychic","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Pom-Pom Style",7.5,3.4,125,1057,NA,"2'00""",0.6,24,359,843
741,"Oricorio",NA,"Psychic","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Pa'u Style",7.5,3.4,126,1056,NA,"2'00""",0.6,24,360,842
741,"Oricorio",NA,"Psychic","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Sensu Style",7.5,3.4,127,1055,NA,"2'00""",0.6,24,361,841
741,"Oricorio",NA,"Ghost","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Baile Style",7.5,3.4,124,1058,NA,"2'00""",0.6,24,358,844
741,"Oricorio",NA,"Ghost","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Pom-Pom Style",7.5,3.4,125,1057,NA,"2'00""",0.6,24,359,843
741,"Oricorio",NA,"Ghost","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Pa'u Style",7.5,3.4,126,1056,NA,"2'00""",0.6,24,360,842
741,"Oricorio",NA,"Ghost","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Sensu Style",7.5,3.4,127,1055,NA,"2'00""",0.6,24,361,841
742,"Cutiefly",NA,"Bug","Fairy",7,FALSE,FALSE,FALSE,NA,NA,NA,0.4,0.2,7,1175,NA,"0'04""",0.1,4,3,1199
743,"Ribombee",NA,"Bug","Fairy",7,FALSE,FALSE,FALSE,NA,NA,NA,1.1,0.5,24,1158,NA,"0'08""",0.2,8,23,1179
743,"Ribombee",NA,"Bug","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",4.4,2,84,1098,NA,"1'04""",0.4,16,189,1013
743,"Ribombee",NA,"Bug","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",1.1,0.5,24,1158,NA,"1'04""",0.4,16,189,1013
743,"Ribombee",NA,"Bug","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",4.4,2,84,1098,NA,"0'08""",0.2,8,23,1179
744,"Rockruff",NA,"Rock",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,20.3,9.2,294,888,NA,"1'08""",0.5,20,274,928
745,"Lycanroc",NA,"Rock",NA,7,FALSE,FALSE,FALSE,NA,NA,"Midday Form",55.1,25,530,652,NA,"2'07""",0.8,31,484,718
745,"Lycanroc",NA,"Rock",NA,7,FALSE,FALSE,FALSE,NA,NA,"Midnight Form",55.1,25,531,651,NA,"3'07""",1.1,43,651,551
745,"Lycanroc",NA,"Rock",NA,7,FALSE,FALSE,FALSE,NA,NA,"Dusk Form",55.1,25,532,650,NA,"2'07""",0.8,31,485,717
746,"Wishiwashi",NA,"Water",NA,7,FALSE,FALSE,FALSE,NA,NA,"Solo Form",0.7,0.3,14,1168,NA,"0'08""",0.2,8,24,1178
746,"Wishiwashi",NA,"Water",NA,7,FALSE,FALSE,FALSE,NA,NA,"School Form",173.3,78.6,887,295,NA,"26'11""",8.2,323,1190,12
747,"Mareanie",NA,"Poison","Water",7,FALSE,FALSE,FALSE,NA,NA,NA,17.6,8,262,920,NA,"1'04""",0.4,16,190,1012
748,"Toxapex",NA,"Poison","Water",7,FALSE,FALSE,FALSE,NA,NA,NA,32,14.5,390,792,NA,"2'04""",0.7,28,427,775
749,"Mudbray",NA,"Ground",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,242.5,110,983,199,NA,"3'03""",1,39,597,605
750,"Mudsdale",NA,"Ground",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,2028.3,920,1175,7,NA,"8'02""",2.5,98,1111,91
751,"Dewpider",NA,"Water","Bug",7,FALSE,FALSE,FALSE,NA,NA,NA,8.8,4,150,1032,NA,"1'00""",0.3,12,91,1111
752,"Araquanid",NA,"Water","Bug",7,FALSE,FALSE,FALSE,NA,NA,NA,180.8,82,909,273,NA,"5'11""",1.8,71,986,216
752,"Araquanid",NA,"Water","Bug",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",479.5,217.5,1084,98,NA,"10'02""",3.1,122,1142,60
752,"Araquanid",NA,"Water","Bug",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",180.8,82,909,273,NA,"10'02""",3.1,122,1142,60
752,"Araquanid",NA,"Water","Bug",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",479.5,217.5,1084,98,NA,"5'11""",1.8,71,986,216
753,"Fomantis",NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,3.3,1.5,64,1118,NA,"1'00""",0.3,12,92,1110
754,"Lurantis",NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,40.8,18.5,444,738,NA,"2'11""",0.9,35,525,677
754,"Lurantis",NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",127.9,58,803,379,NA,"4'11""",1.5,59,868,334
754,"Lurantis",NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",40.8,18.5,444,738,NA,"4'11""",1.5,59,868,334
754,"Lurantis",NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",127.9,58,803,379,NA,"2'11""",0.9,35,525,677
755,"Morelull",NA,"Grass","Fairy",7,FALSE,FALSE,FALSE,NA,NA,NA,3.3,1.5,65,1117,NA,"0'08""",0.2,8,25,1177
756,"Shiinotic",NA,"Grass","Fairy",7,FALSE,FALSE,FALSE,NA,NA,NA,25.4,11.5,342,840,NA,"3'03""",1,39,598,604
757,"Salandit",NA,"Poison","Fire",7,FALSE,FALSE,FALSE,NA,NA,NA,10.6,4.8,169,1013,NA,"2'00""",0.6,24,362,840
758,"Salazzle",NA,"Poison","Fire",7,FALSE,FALSE,FALSE,NA,NA,NA,48.9,22.2,500,682,NA,"3'11""",1.2,47,708,494
758,"Salazzle",NA,"Poison","Fire",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",178.6,81,903,279,NA,"6'11""",2.1,83,1067,135
758,"Salazzle",NA,"Poison","Fire",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",48.9,22.2,500,682,NA,"6'11""",2.1,83,1067,135
758,"Salazzle",NA,"Poison","Fire",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",178.6,81,903,279,NA,"3'11""",1.2,47,708,494
759,"Stufful",NA,"Normal","Fighting",7,FALSE,FALSE,FALSE,NA,NA,NA,15,6.8,232,950,NA,"1'08""",0.5,20,275,927
760,"Bewear",NA,"Normal","Fighting",7,FALSE,FALSE,FALSE,NA,NA,NA,297.6,135,1023,159,NA,"6'11""",2.1,83,1068,134
761,"Bounsweet",NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,7.1,3.2,119,1063,NA,"1'00""",0.3,12,93,1109
762,"Steenee",NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,18.1,8.2,269,913,NA,"2'04""",0.7,28,428,774
763,"Tsareena",NA,"Grass",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,47.2,21.4,492,690,NA,"3'11""",1.2,47,709,493
764,"Comfey",NA,"Fairy",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,0.7,0.3,15,1167,NA,"0'04""",0.1,4,4,1198
765,"Oranguru",NA,"Normal","Psychic",7,FALSE,FALSE,FALSE,NA,NA,NA,167.6,76,879,303,NA,"4'11""",1.5,59,869,333
766,"Passimian",NA,"Fighting",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,182.5,82.8,911,271,NA,"6'07""",2,79,1049,153
767,"Wimpod",NA,"Bug","Water",7,FALSE,FALSE,FALSE,NA,NA,NA,26.5,12,353,829,NA,"1'08""",0.5,20,276,926
768,"Golisopod",NA,"Bug","Water",7,FALSE,FALSE,FALSE,NA,NA,NA,238.1,108,979,203,NA,"6'07""",2,79,1050,152
769,"Sandygast",NA,"Ghost","Ground",7,FALSE,FALSE,FALSE,NA,NA,NA,154.3,70,863,319,NA,"1'08""",0.5,20,277,925
770,"Palossand",NA,"Ghost","Ground",7,FALSE,FALSE,FALSE,NA,NA,NA,551.2,250,1100,82,NA,"4'03""",1.3,51,763,439
771,"Pyukumuku",NA,"Water",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,2.6,1.2,58,1124,NA,"1'00""",0.3,12,94,1108
772,"Type: Null",NA,"Normal",NA,7,TRUE,FALSE,FALSE,NA,NA,NA,265.7,120.5,1009,173,NA,"6'03""",1.9,75,1018,184
773,"Silvally",NA,"Normal",NA,7,TRUE,FALSE,FALSE,NA,NA,NA,221.6,100.5,962,220,NA,"7'07""",2.3,91,1091,111
774,"Minior",NA,"Rock","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Core Form",0.7,0.3,16,1166,NA,"1'00""",0.3,12,95,1107
774,"Minior",NA,"Rock","Flying",7,FALSE,FALSE,FALSE,NA,NA,"Meteor Form",88.2,40,691,491,NA,"1'00""",0.3,12,95,1107
775,"Komala",NA,"Normal",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,43.9,19.9,464,718,NA,"1'04""",0.4,16,191,1011
776,"Turtonator",NA,"Fire","Dragon",7,FALSE,FALSE,FALSE,NA,NA,NA,467.4,212,1080,102,NA,"6'07""",2,79,1051,151
777,"Togedemaru",NA,"Electric","Steel",7,FALSE,FALSE,FALSE,NA,NA,NA,7.3,3.3,122,1060,NA,"1'00""",0.3,12,96,1106
777,"Togedemaru",NA,"Electric","Steel",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",28.7,13,372,810,NA,"2'00""",0.6,24,363,839
777,"Togedemaru",NA,"Electric","Steel",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",7.3,3.3,122,1060,NA,"2'00""",0.6,24,363,839
777,"Togedemaru",NA,"Electric","Steel",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",28.7,13,372,810,NA,"1'00""",0.3,12,96,1106
778,"Mimikyu",NA,"Ghost","Fairy",7,FALSE,FALSE,FALSE,NA,NA,NA,1.5,0.7,32,1150,NA,"0'08""",0.2,8,26,1176
778,"Mimikyu",NA,"Ghost","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",6.2,2.8,107,1075,NA,"1'04""",0.4,16,192,1010
778,"Mimikyu",NA,"Ghost","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",1.5,0.7,32,1150,NA,"1'04""",0.4,16,192,1010
778,"Mimikyu",NA,"Ghost","Fairy",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",6.2,2.8,107,1075,NA,"0'08""",0.2,8,26,1176
779,"Bruxish",NA,"Water","Psychic",7,FALSE,FALSE,FALSE,NA,NA,NA,41.9,19,451,731,NA,"2'11""",0.9,35,526,676
780,"Drampa",NA,"Normal","Dragon",7,FALSE,FALSE,FALSE,NA,NA,NA,407.9,185,1058,124,NA,"9'10""",3,118,1136,66
781,"Dhelmise",NA,"Ghost","Grass",7,FALSE,FALSE,FALSE,NA,NA,NA,463,210,1077,105,NA,"12'10""",3.9,154,1163,39
782,"Jangmo-o",NA,"Dragon",NA,7,FALSE,FALSE,FALSE,NA,NA,NA,65.5,29.7,576,606,NA,"2'00""",0.6,24,364,838
783,"Hakamo-o",NA,"Dragon","Fighting",7,FALSE,FALSE,FALSE,NA,NA,NA,103.6,47,740,442,NA,"3'11""",1.2,47,710,492
784,"Kommo-o",NA,"Dragon","Fighting",7,FALSE,FALSE,FALSE,NA,NA,NA,172.4,78.2,885,297,NA,"5'03""",1.6,63,913,289
784,"Kommo-o",NA,"Dragon","Fighting",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",457.5,207.5,1074,108,NA,"7'03""",2.2,87,1082,120
784,"Kommo-o",NA,"Dragon","Fighting",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",172.4,78.2,885,297,NA,"7'03""",2.2,87,1082,120
784,"Kommo-o",NA,"Dragon","Fighting",7,FALSE,FALSE,FALSE,NA,NA,"Totem-sized",457.5,207.5,1074,108,NA,"5'03""",1.6,63,913,289
785,"Tapu Koko",NA,"Electric","Fairy",7,TRUE,FALSE,FALSE,"Guardian deities","quartets",NA,45.2,20.5,479,703,NA,"5'11""",1.8,71,987,215
786,"Tapu Lele",NA,"Psychic","Fairy",7,TRUE,FALSE,FALSE,"Guardian deities","quartets",NA,41,18.6,446,736,NA,"3'11""",1.2,47,711,491
787,"Tapu Bulu",NA,"Grass","Fairy",7,TRUE,FALSE,FALSE,"Guardian deities","quartets",NA,100.3,45.5,733,449,NA,"6'03""",1.9,75,1019,183
788,"Tapu Fini",NA,"Water","Fairy",7,TRUE,FALSE,FALSE,"Guardian deities","quartets",NA,46.7,21.2,490,692,NA,"4'03""",1.3,51,764,438
789,"Cosmog",NA,"Psychic",NA,7,TRUE,FALSE,FALSE,NA,NA,NA,0.2,0.1,4,1178,NA,"0'08""",0.2,8,27,1175
790,"Cosmoem",NA,"Psychic",NA,7,TRUE,FALSE,FALSE,NA,NA,NA,2204.4,999.9,1180,2,NA,"0'04""",0.1,4,5,1197
791,"Solgaleo",NA,"Psychic","Steel",7,TRUE,FALSE,FALSE,"Light trio","trios",NA,507.1,230,1092,90,NA,"11'02""",3.4,134,1149,53
792,"Lunala",NA,"Psychic","Ghost",7,TRUE,FALSE,FALSE,"Light trio","trios",NA,264.6,120,1003,179,NA,"13'01""",4,157,1165,37
793,"Nihilego",NA,"Rock","Poison",7,FALSE,FALSE,TRUE,NA,NA,NA,122.4,55.5,790,392,NA,"3'11""",1.2,47,712,490
794,"Buzzwole",NA,"Bug","Fighting",7,FALSE,FALSE,TRUE,NA,NA,NA,735.5,333.6,1131,51,NA,"7'10""",2.4,94,1098,104
795,"Pheromosa",NA,"Bug","Fighting",7,FALSE,FALSE,TRUE,NA,NA,NA,55.1,25,533,649,NA,"5'11""",1.8,71,988,214
796,"Xurkitree",NA,"Electric",NA,7,FALSE,FALSE,TRUE,NA,NA,NA,220.5,100,958,224,NA,"12'06""",3.8,150,1160,42
797,"Celesteela",NA,"Steel","Flying",7,FALSE,FALSE,TRUE,NA,NA,NA,2204.4,999.9,1181,1,NA,"30'02""",9.2,362,1193,9
798,"Kartana",NA,"Grass","Steel",7,FALSE,FALSE,TRUE,NA,NA,NA,0.2,0.1,5,1177,NA,"1'00""",0.3,12,97,1105
799,"Guzzlord",NA,"Dark","Dragon",7,FALSE,FALSE,TRUE,NA,NA,NA,1957.7,888,1174,8,NA,"18'01""",5.5,217,1178,24
800,"Necrozma",NA,"Psychic",NA,7,TRUE,FALSE,FALSE,"Light trio","trios",NA,507.1,230,1093,89,NA,"7'10""",2.4,94,1099,103
800,"Necrozma",NA,"Psychic",NA,7,TRUE,FALSE,FALSE,"Light trio","trios","Dawn Wings",771.6,350,1136,46,NA,"13'09""",4.2,165,1167,35
800,"Necrozma",NA,"Psychic",NA,7,TRUE,FALSE,FALSE,"Light trio","trios","Dusk Mane",1014.1,460,1152,30,NA,"12'06""",3.8,150,1161,41
800,"Necrozma",NA,"Psychic",NA,7,TRUE,FALSE,FALSE,"Light trio","trios","Dusk Mane",507.1,230,1093,89,NA,"12'06""",3.8,150,1161,41
800,"Necrozma",NA,"Psychic",NA,7,TRUE,FALSE,FALSE,"Light trio","trios","Dawn Wings",507.1,230,1093,89,NA,"13'09""",4.2,165,1167,35
800,"Necrozma",NA,"Psychic",NA,7,TRUE,FALSE,FALSE,"Light trio","trios","Dawn Wings",771.6,350,1136,46,NA,"7'10""",2.4,94,1099,103
800,"Necrozma",NA,"Psychic",NA,7,TRUE,FALSE,FALSE,"Light trio","trios","Dusk Mane",1014.1,460,1152,30,NA,"7'10""",2.4,94,1099,103
800,"Necrozma",NA,"Psychic","Steel",7,TRUE,FALSE,FALSE,"Light trio","trios",NA,507.1,230,1093,89,NA,"7'10""",2.4,94,1099,103
800,"Necrozma",NA,"Psychic","Steel",7,TRUE,FALSE,FALSE,"Light trio","trios","Dawn Wings",771.6,350,1136,46,NA,"13'09""",4.2,165,1167,35
800,"Necrozma",NA,"Psychic","Steel",7,TRUE,FALSE,FALSE,"Light trio","trios","Dusk Mane",1014.1,460,1152,30,NA,"12'06""",3.8,150,1161,41
800,"Necrozma",NA,"Psychic","Steel",7,TRUE,FALSE,FALSE,"Light trio","trios","Dusk Mane",507.1,230,1093,89,NA,"12'06""",3.8,150,1161,41
800,"Necrozma",NA,"Psychic","Steel",7,TRUE,FALSE,FALSE,"Light trio","trios","Dawn Wings",507.1,230,1093,89,NA,"13'09""",4.2,165,1167,35
800,"Necrozma",NA,"Psychic","Steel",7,TRUE,FALSE,FALSE,"Light trio","trios","Dawn Wings",771.6,350,1136,46,NA,"7'10""",2.4,94,1099,103
800,"Necrozma",NA,"Psychic","Steel",7,TRUE,FALSE,FALSE,"Light trio","trios","Dusk Mane",1014.1,460,1152,30,NA,"7'10""",2.4,94,1099,103
800,"Necrozma",NA,"Psychic","Ghost",7,TRUE,FALSE,FALSE,"Light trio","trios",NA,507.1,230,1093,89,NA,"7'10""",2.4,94,1099,103
800,"Necrozma",NA,"Psychic","Ghost",7,TRUE,FALSE,FALSE,"Light trio","trios","Dawn Wings",771.6,350,1136,46,NA,"13'09""",4.2,165,1167,35
800,"Necrozma",NA,"Psychic","Ghost",7,TRUE,FALSE,FALSE,"Light trio","trios","Dusk Mane",1014.1,460,1152,30,NA,"12'06""",3.8,150,1161,41
800,"Necrozma",NA,"Psychic","Ghost",7,TRUE,FALSE,FALSE,"Light trio","trios","Dusk Mane",507.1,230,1093,89,NA,"12'06""",3.8,150,1161,41
800,"Necrozma",NA,"Psychic","Ghost",7,TRUE,FALSE,FALSE,"Light trio","trios","Dawn Wings",507.1,230,1093,89,NA,"13'09""",4.2,165,1167,35
800,"Necrozma",NA,"Psychic","Ghost",7,TRUE,FALSE,FALSE,"Light trio","trios","Dawn Wings",771.6,350,1136,46,NA,"7'10""",2.4,94,1099,103
800,"Necrozma",NA,"Psychic","Ghost",7,TRUE,FALSE,FALSE,"Light trio","trios","Dusk Mane",1014.1,460,1152,30,NA,"7'10""",2.4,94,1099,103
801,"Magearna",NA,"Steel","Fairy",7,FALSE,TRUE,FALSE,NA,NA,NA,177.5,80.5,900,282,NA,"3'03""",1,39,599,603
801,"Magearna",NA,"Steel","Fairy",7,FALSE,TRUE,FALSE,NA,NA,"Original Color",177.5,80.5,900,282,NA,"3'03""",1,39,600,602
802,"Marshadow",NA,"Fighting","Ghost",7,FALSE,TRUE,FALSE,NA,NA,NA,48.9,22.2,501,681,NA,"2'04""",0.7,28,429,773
803,"Poipole",NA,"Poison",NA,7,FALSE,FALSE,TRUE,NA,NA,NA,4,1.8,71,1111,NA,"2'00""",0.6,24,365,837
804,"Naganadel",NA,"Poison","Dragon",7,FALSE,FALSE,TRUE,NA,NA,NA,330.7,150,1034,148,NA,"11'10""",3.6,142,1156,46
805,"Stakataka",NA,"Rock","Steel",7,FALSE,FALSE,TRUE,NA,NA,NA,1807.8,820,1172,10,NA,"18'01""",5.5,217,1179,23
806,"Blacephalon",NA,"Fire","Ghost",7,FALSE,FALSE,TRUE,NA,NA,NA,28.7,13,373,809,NA,"5'11""",1.8,71,989,213
807,"Zeraora",NA,"Electric",NA,7,FALSE,TRUE,FALSE,NA,NA,NA,98.1,44.5,725,457,NA,"4'11""",1.5,59,870,332
808,"Meltan",NA,"Steel",NA,7,FALSE,TRUE,FALSE,NA,NA,NA,17.6,8,263,919,NA,"0'08""",0.2,8,28,1174
809,"Melmetal",NA,"Steel",NA,7,FALSE,TRUE,FALSE,NA,NA,NA,1763.7,800,1169,13,NA,"8'02""",2.5,98,1112,90
810,"Grookey",NA,"Grass",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,11,5,181,1001,NA,"1'00""",0.3,12,98,1104
811,"Thwackey",NA,"Grass",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,30.9,14,384,798,NA,"2'04""",0.7,28,430,772
812,"Rillaboom",NA,"Grass",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,198.4,90,931,251,NA,"6'11""",2.1,83,1069,133
813,"Scorbunny",NA,"Fire",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,9.9,4.5,168,1014,NA,"1'00""",0.3,12,99,1103
814,"Raboot",NA,"Fire",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,19.8,9,293,889,NA,"2'00""",0.6,24,366,836
815,"Cinderace",NA,"Fire",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,72.8,33,624,558,NA,"4'07""",1.4,55,813,389
816,"Sobble",NA,"Water",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,8.8,4,151,1031,NA,"1'00""",0.3,12,100,1102
817,"Drizzile",NA,"Water",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,25.4,11.5,343,839,NA,"2'04""",0.7,28,431,771
818,"Inteleon",NA,"Water",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,99.6,45.2,731,451,NA,"6'03""",1.9,75,1020,182
819,"Skwovet",NA,"Normal",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,5.5,2.5,102,1080,NA,"1'00""",0.3,12,101,1101
820,"Greedent",NA,"Normal",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,13.2,6,209,973,NA,"2'00""",0.6,24,367,835
821,"Rookidee",NA,"Flying",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,4,1.8,72,1110,NA,"0'08""",0.2,8,29,1173
822,"Corvisquire",NA,"Flying",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,35.3,16,417,765,NA,"2'07""",0.8,31,486,716
823,"Corviknight",NA,"Flying","Steel",8,FALSE,FALSE,FALSE,NA,NA,NA,165.3,75,876,306,NA,"7'03""",2.2,87,1083,119
824,"Blipbug",NA,"Bug",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,17.6,8,264,918,NA,"1'04""",0.4,16,193,1009
825,"Dottler",NA,"Bug","Psychic",8,FALSE,FALSE,FALSE,NA,NA,NA,43,19.5,459,723,NA,"1'04""",0.4,16,194,1008
826,"Orbeetle",NA,"Bug","Psychic",8,FALSE,FALSE,FALSE,NA,NA,NA,89.9,40.8,703,479,NA,"1'04""",0.4,16,195,1007
827,"Nickit",NA,"Dark",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,19.6,8.9,285,897,NA,"2'00""",0.6,24,368,834
828,"Thievul",NA,"Dark",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,43.9,19.9,465,717,NA,"3'11""",1.2,47,713,489
829,"Gossifleur",NA,"Grass",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,4.9,2.2,92,1090,NA,"1'04""",0.4,16,196,1006
830,"Eldegoss",NA,"Grass",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,5.5,2.5,103,1079,NA,"1'08""",0.5,20,278,924
831,"Wooloo",NA,"Normal",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,13.2,6,210,972,NA,"2'00""",0.6,24,369,833
832,"Dubwool",NA,"Normal",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,94.8,43,716,466,NA,"4'03""",1.3,51,765,437
833,"Chewtle",NA,"Water",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,18.7,8.5,280,902,NA,"1'00""",0.3,12,102,1100
834,"Drednaw",NA,"Water","Rock",8,FALSE,FALSE,FALSE,NA,NA,NA,254.6,115.5,994,188,NA,"3'03""",1,39,601,601
835,"Yamper",NA,"Electric",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,29.8,13.5,378,804,NA,"1'00""",0.3,12,103,1099
836,"Boltund",NA,"Electric",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,75,34,637,545,NA,"3'03""",1,39,602,600
837,"Rolycoly",NA,"Rock",NA,8,FALSE,FALSE,FALSE,NA,NA,NA,26.5,12,354,828,NA,"1'00""",0.3,12,104,1098
838,"Carkol",NA,"Rock","Fire",8,FALSE,FALSE,FALSE,NA,NA,NA,172,78,884,298,NA,"3'07""",1.1,43,652,550
839,"Coalossal",NA,"Rock","Fire",8,FALSE,FALSE,FALSE,NA,NA,NA,684.5,310.5,1121,61,NA,"9'02""",2.8,110,1126,76
