"ndex","name","form","regional","type","type2","generation","isLegendary","isMythical","isUltraBeast","family","size","Japanese_Kana","Japanese_Hepburn","Japanese_Trademarked","German","French","Spanish","Italian","Korean_Hangul","Korean_Revised","Korean_McCune-Reischauer","Korean_Official","Chinese_Traditional","Chinese_Simplified","Chinese_Pinyin","Chinese_Yale","Chinese_Former_names","Brazilian_Portuguese","Turkish","Russian_Cyrillic","Russian_Romanization","Thai","Thai_RTGS","Hindi_Devanagari","Hindi_Transliteration","Hindi_Romanization"
151,"Mew",NA,NA,"Psychic",NA,1,FALSE,TRUE,FALSE,"Mew duo","duos","ミュウ","Myū","Mew","Mew","Mew",NA,NA,"뮤","Myu","Myu","Mew","夢幻","梦幻","Mènghuàn","Muhngwaahn","夢夢 Muhngmuhng (HK)",NA,NA,"Мью","M'yu","มิว","Mio","म्यू","Myū","Mew"
152,"Chikorita",NA,NA,"Grass",NA,2,FALSE,FALSE,FALSE,NA,NA,"チコリータ","Chikorīta","Chicorita","Endivie","Germignon",NA,NA,"치코리타","Chikorita","Ch'ik'orit'a","Chikorita","菊草葉","菊草叶","Júcǎoyè","Gūkchóuyihp","-",NA,NA,"Чикорита","Chikorita","จิโคริตา","Chikhorita","चिकोरिटा","Cikoriṭā","Chikorita"
153,"Bayleef",NA,NA,"Grass",NA,2,FALSE,FALSE,FALSE,NA,NA,"ベイリーフ","Beirīfu","Bayleaf","Lorblatt","Macronium",NA,NA,"베이리프","Beiripeu","Peiripŭ","Bayleef","月桂葉","月桂叶","Yuèguìyè","Yuhtgwaiyihp","-",NA,NA,"Бэйлиф","Beylif","เบย์ลีฟ","Belip","बेलीफ़","Belīf","Bayleef"
154,"Meganium",NA,NA,"Grass",NA,2,FALSE,FALSE,FALSE,NA,NA,"メガニウム","Meganiumu","Meganium","Meganie","Méganium",NA,NA,"메가니움","Meganium","Meganium","Meganium","大竺葵","大竺葵","Dàzhúkuí","Daaihjūkkwàih","大菊花 Dàjúhuā (TW/CN)大菊花 Daaihgūkfā (HK)",NA,NA,"Меганиум","Meganium","เมกาเนียม","Mekaniam","मैगेनियम","Maigeniyam","Meganium"
155,"Cyndaquil",NA,NA,"Fire",NA,2,FALSE,FALSE,FALSE,NA,NA,"ヒノアラシ","Hinoarashi","Hinoarashi","Feurigel","Héricendre",NA,NA,"브케인","Beukein","Pŭk'ein","Beukein","火球鼠","火球鼠","Huǒqiúshǔ","Fókàuhsyú","-",NA,NA,"Синдаквил","Sindakvil","ฮิโนอาราชิ","Hinoarachi","सुइगार","Suigār","Suigaar"
156,"Quilava",NA,NA,"Fire",NA,2,FALSE,FALSE,FALSE,NA,NA,"マグマラシ","Magumarashi","Magmarashi","Igelavar","Feurisson",NA,NA,"마그케인","Mageukein","Magŭk'ein","Mageukein","火岩鼠","火岩鼠","Huǒyánshǔ","Fóngàahmsyú","-",NA,NA,"Квилава","Kvilava","แม็กมาราชิ","Maekmarachi","सुइलावा","Suilāvā","Suilava"
157,"Typhlosion",NA,"Hisuian Form","Fire","Ghost",2,FALSE,FALSE,FALSE,NA,NA,"バクフーン","Bakufūn","Bakphoon","Tornupto","Typhlosion",NA,NA,"블레이범","Beulleibeom","Bŭlleibŏm","Bleibeom","火爆獸","火暴兽","Huǒbàoshòu","Fóbaausau","火暴獸 Huǒbàoshòu (TW)火暴獸 Fóbouhsau (HK)",NA,NA,"Тайфложн","Tayflozhn","บาคุฟูน","Bakhufun","विसफ़ान","Visfān","Visfaan"
157,"Typhlosion",NA,NA,"Fire",NA,2,FALSE,FALSE,FALSE,NA,NA,"バクフーン","Bakufūn","Bakphoon","Tornupto","Typhlosion",NA,NA,"블레이범","Beulleibeom","Bŭlleibŏm","Bleibeom","火爆獸","火暴兽","Huǒbàoshòu","Fóbaausau","火暴獸 Huǒbàoshòu (TW)火暴獸 Fóbouhsau (HK)",NA,NA,"Тайфложн","Tayflozhn","บาคุฟูน","Bakhufun","विसफ़ान","Visfān","Visfaan"
158,"Totodile",NA,NA,"Water",NA,2,FALSE,FALSE,FALSE,NA,NA,"ワニノコ","Waninoko","Waninoko","Karnimani","Kaiminus",NA,NA,"리아코","Riako","Riak'o","Liako","小鋸鱷","小锯鳄","Xiǎojù'è","Síugeungohk","-",NA,NA,"Тотодайл","Totodayl","วานิโนโกะ","Waninoko","नन्हामच्छ","Nanhāmacch","Nanhamacch"
159,"Croconaw",NA,NA,"Water",NA,2,FALSE,FALSE,FALSE,NA,NA,"アリゲイツ","Arigeitsu","Alligates","Tyracroc","Crocrodil",NA,NA,"엘리게이","Elligei","Elligei","Elligei","藍鱷","蓝鳄","Lán'è","Làahmngohk","-",NA,NA,"Кроконав","Krokonav","อัลลิเกต","Anliket","क्रोकोमच्छ","Krokomacch","Crocomacch"
160,"Feraligatr",NA,NA,"Water",NA,2,FALSE,FALSE,FALSE,NA,NA,"オーダイル","Ōdairu","Ordile","Impergator","Aligatueur",NA,NA,"장크로다일","Jangkeurodail","Changk'ŭrodail","Jangkrodail","大力鱷","大力鳄","Dàlì'è","Daaihlihkngohk","-",NA,NA,"Фералигейтор","Feraligeytor","ออไดล์","Odai","महामच्छ","Mahāmacch","Mahamacch"
161,"Sentret",NA,NA,"Normal",NA,2,FALSE,FALSE,FALSE,NA,NA,"オタチ","Otachi","Otachi","Wiesor","Fouinette",NA,NA,"꼬리선","Kkoriseon","Kkorisŏn","Kkoriseon","尾立","尾立","Wěilì","Méihlaahp","-",NA,NA,"Сентрет","Sentret","โอทาจิ","Othachi","नेवरी","Nevrī","Nevri"
162,"Furret",NA,NA,"Normal",NA,2,FALSE,FALSE,FALSE,NA,NA,"オオタチ","Ōtachi","Ootachi","Wiesenior","Fouinar",NA,NA,"다꼬리","Dakkori","Takkori","Dakkori","大尾立","大尾立","Dàwěilì","Daaihméihlaahp","-",NA,NA,"Фуррет","Furret","โอโอทาจิ","Oothachi","फ़रबिला","Farbilā","Furbila"
163,"Hoothoot",NA,NA,"Normal","Flying",2,FALSE,FALSE,FALSE,NA,NA,"ホーホー","Hōhō","Hoho","Hoothoot","Hoothoot",NA,NA,"부우부","Buubu","Puubu","Buubu","咕咕","咕咕","Gūgū","Gūgū","-",NA,NA,"Хутхут","Khutkhut","โฮโฮ","Hoho","उल्लूल","Ullūl","Ullul"
164,"Noctowl",NA,NA,"Normal","Flying",2,FALSE,FALSE,FALSE,NA,NA,"ヨルノズク","Yorunozuku","Yorunozuku","Noctuh","Noarfang",NA,NA,"야부엉","Yabueong","Yabuŏng","Yabueong","貓頭夜鷹","猫头夜鹰","Māotóuyèyīng","Māautàuhyehyīng","-",NA,NA,"Ноктоул","Noktoul","โยรุโนะซึคุ","Yorunosuekhu","निशाउल","Niśāul","Nishaul"
165,"Ledyba",NA,NA,"Bug","Flying",2,FALSE,FALSE,FALSE,NA,NA,"レディバ","Rediba","Rediba","Ledyba","Coxy",NA,NA,"레디바","Rediba","Rediba","Ledyba","芭瓢蟲","芭瓢虫","Bāpiáochóng","Bāpìuhchùhng","-",NA,NA,"Ледиба","Lediba","เรดิบา","Rediba","लेडिबा","Leḍibā","Ledyba"
166,"Ledian",NA,NA,"Bug","Flying",2,FALSE,FALSE,FALSE,NA,NA,"レディアン","Redian","Redian","Ledian","Coxyclaque",NA,NA,"레디안","Redian","Redian","Ledian","安瓢蟲","安瓢虫","Ānpiáochóng","Ōnpìuhchùhng","-",NA,NA,"Ледиан","Ledian","เรเดียน","Redian","लेडियन","Leḍiyan","Ledian"
167,"Spinarak",NA,NA,"Bug","Poison",2,FALSE,FALSE,FALSE,NA,NA,"イトマル","Itomaru","Itomaru","Webarak","Mimigal",NA,NA,"페이검","Peigeom","P'eigŏm","Peigeom","圓絲蛛","圆丝蛛","Yuánsīzhū","Yùhnsījyū","線球 / 线球 Xiànqiú (TW/CN) 線球 Sinkàuh (HK)",NA,NA,"Спинарак","Spinarak","อิโตมารุ","Itomaru","रेशमक","Reśmak","Reshmak"
168,"Ariados",NA,NA,"Bug","Poison",2,FALSE,FALSE,FALSE,NA,NA,"アリアドス","Ariadosu","Ariados","Ariados","Migalos",NA,NA,"아리아도스","Ariadoseu","Ariadosŭ","Ariados","阿利多斯","阿利多斯","Ālìduōsī","Aleihdōsī","-",NA,NA,"Ариадос","Ariados","อาริอาโดส","Ariadot","थ्रेडोमक","Threḍomak","Threadomak"
169,"Crobat",NA,NA,"Poison","Flying",2,FALSE,FALSE,FALSE,NA,NA,"クロバット","Kurobatto","Crobat","Iksbat","Nostenfer",NA,NA,"크로뱃","Keurobaet","K'ŭrobaet","Crobat","叉字蝠","叉字蝠","Chāzìfú","Chājihfūk","-",NA,NA,"Кробат","Krobat","โครแบท","Khrobaet","क्रोबैट","Krobaiṭ","Crobat"
170,"Chinchou",NA,NA,"Water","Electric",2,FALSE,FALSE,FALSE,NA,NA,"チョンチー","Chonchī","Chonchie","Lampi","Loupio",NA,NA,"초라기","Choragi","Ch'oragi","Choragi","燈籠魚","灯笼鱼","Dēnglóngyú","Dānglùhngyùh","-",NA,NA,"Чинчоу","Chinchou","ชอนชี","Chonchi","लालटून","Lālṭūn","Laaltun"
171,"Lanturn",NA,NA,"Water","Electric",2,FALSE,FALSE,FALSE,NA,NA,"ランターン","Rantān","Lantern","Lanturn","Lanturn",NA,NA,"랜턴","Raenteon","Raent'ŏn","Lanturn","電燈怪","电灯怪","Diàndēngguài","Dihndānggwaai","-",NA,NA,"Лантурн","Lanturn","แลนเทอร์น","Laenthoen","लालटाना","Lālṭānā","Laaltana"
172,"Pichu",NA,NA,"Electric",NA,2,FALSE,FALSE,FALSE,NA,NA,"ピチュー","Pichū","Pichu","Pichu","Pichu",NA,NA,"피츄","Pichyu","P'ich'yu","Pichu","皮丘","皮丘","Píqiū","Pèihyāu","比超 Béichīu (HK)",NA,NA,"Пичу","Pichu","พิชู","Phichu","पिचू","Picū","Pichu"
173,"Cleffa",NA,NA,"Fairy",NA,2,FALSE,FALSE,FALSE,NA,NA,"ピィ","Pī","Py","Pii","Mélo",NA,NA,"삐","Ppi","Ppi","Ppi","皮寶寶","皮宝宝","Píbǎobao","Pèihbóubóu","-",NA,NA,"Клеффа","Kleffa","ปี","Pi","क्लेफ़ा","Klefā","Cleffa"
174,"Igglybuff",NA,NA,"Normal","Fairy",2,FALSE,FALSE,FALSE,NA,NA,"ププリン","Pupurin","Pupurin","Fluffeluff","Toudoudou",NA,NA,"푸푸린","Pupurin","P'up'urin","Pupurin","寶寶丁","宝宝丁","Bǎobaodīng","Bóubóudīng","小波球 Síubōkàuh (HK)",NA,NA,"Игглибафф","Igglibaff","พูพูริน","Phuphurin","इग्लीबफ़","Iglībaf","Igglybuff"
175,"Togepi",NA,NA,"Fairy",NA,2,FALSE,FALSE,FALSE,NA,NA,"トゲピー","Togepī","Togepy","Togepi","Togepi",NA,NA,"토게피","Togepi","T'ogep'i","Togepi","波克比","波克比","Bōkèbǐ","Bōhākbéi","小刺蛋 Síuchidáan (HK)",NA,NA,"Тогэпи","Togepi","โทเกปี","Thokepi","टोगेपी","Ṭogepī","Togepi"
176,"Togetic",NA,NA,"Fairy","Flying",2,FALSE,FALSE,FALSE,NA,NA,"トゲチック","Togechikku","Togechick","Togetic","Togetic",NA,NA,"토게틱","Togetik","T'oget'ik","Togetic","波克基古","波克基古","Bōkèjīgǔ","Bōhākgēigú","波剋基古 Bōkèjīgǔ (TW)波剋基古 Bōhākgēigú (HK)",NA,NA,"Тогэтик","Togetik","โทเกชิก","Thokechik","टोगेटिक","Ṭogeṭik","Togetic"
177,"Natu",NA,NA,"Psychic","Flying",2,FALSE,FALSE,FALSE,NA,NA,"ネイティ","Neiti","Naty","Natu","Natu",NA,NA,"네이티","Neiti","Neit'i","Neiti","天然雀","天然雀","Tiānránquè","Tīnyìhnjéuk","-",NA,NA,"Нату","Natu","เนที","Nethi","नेचिची","Necicī","Nechichi"
178,"Xatu",NA,NA,"Psychic","Flying",2,FALSE,FALSE,FALSE,NA,NA,"ネイティオ","Neitio","Natio","Xatu","Xatu",NA,NA,"네이티오","Neitio","Neit'io","Neitio","天然鳥","天然鸟","Tiānránniǎo","Tīnyìhnníuh","-",NA,NA,"Ксату","Ksatu","เนทิโอ","Nethio","नेचियामी","Neciyāmī","Nechiyami"
179,"Mareep",NA,NA,"Electric",NA,2,FALSE,FALSE,FALSE,NA,NA,"メリープ","Merīpu","Merriep","Voltilamm","Wattouat",NA,NA,"메리프","Meripeu","Merip'ŭ","Meleep","咩利羊","咩利羊","Miēlìyáng","Mēleihyèuhng","-",NA,NA,"Марип","Marip","เมรีป","Merip","मेषीप","Meṣīp","Mesheep"
180,"Flaaffy",NA,NA,"Electric",NA,2,FALSE,FALSE,FALSE,NA,NA,"モココ","Mokoko","Mokoko","Waaty","Lainergie",NA,NA,"보송송","Bosongsong","Posongsong","Bosongsong","茸茸羊","茸茸羊","Róngróngyáng","Yùhngyùhngyèuhng","綿綿 / 绵绵 Miánmián (TW/CN)綿綿 Mìhnmìhn (HK)",NA,NA,"Флааффи","Flaaffi","โมโคโค","Mokhokho","वोल्टून","Volṭūn","Voltoon"
181,"Ampharos",NA,NA,"Electric",NA,2,FALSE,FALSE,FALSE,NA,NA,"デンリュウ","Denryū","Denryu","Ampharos","Pharamp",NA,NA,"전룡","Jeonnyong","Chŏnnyong","Jeonryong","電龍","电龙","Diànlóng","Dihnlùhng","-",NA,NA,"Амфарос","Amfaros","เด็นริว","Denrio","ड्रैगली","Ḍraiglī","Dragli"
182,"Bellossom",NA,NA,"Grass",NA,2,FALSE,FALSE,FALSE,NA,NA,"キレイハナ","Kireihana","Kireihana","Blubella","Joliflor",NA,NA,"아르코","Areuko","Arŭk'o","Areuko","美麗花","美丽花","Měilìhuā","Méihlaihfā","-",NA,NA,"Беллосом","Bellosom","คิเรอิฮานะ","Khireihana","नासूम","Nāsūm","Naasoom"
183,"Marill",NA,NA,"Water","Fairy",2,FALSE,FALSE,FALSE,NA,NA,"マリル","Mariru","Maril","Marill","Marill",NA,NA,"마릴","Maril","Maril","Marill","瑪力露","玛力露","Mǎlìlù","Máhlihklouh","馬利露 Máhleihlouh (HK)",NA,NA,"Мэрилл","Merill","มาริล","Marin","बॉलबी","Bŏlbī","Ballby"
184,"Azumarill",NA,NA,"Water","Fairy",2,FALSE,FALSE,FALSE,NA,NA,"マリルリ","Mariruri","Marilli","Azumarill","Azumarill",NA,NA,"마릴리","Marilli","Marilli","Marilly","瑪力露麗","玛力露丽","Mǎlìlùlì","Máhlihklouhlaih","馬利露麗 Máhleihlouhlaih (HK)",NA,NA,"Азумарилл","Azumarill","มาริลลิ","Marinli","अम्बॉल","Ambŏl","Amball"
185,"Sudowoodo",NA,NA,"Rock",NA,2,FALSE,FALSE,FALSE,NA,NA,"ウソッキー","Usokkī","Usokkie","Mogelbaum","Simularbre",NA,NA,"꼬지모","Kkojimo","Kkojimo","Kkojimo","樹才怪","树才怪","Shùcáiguài","Syuhchòihgwaai","胡說樹 / 胡说树 Húshuōshù (TW/CN)胡說樹 Wùhsyutsyuh (HK)鬍說樹 Wùhsyutsyuh (HK) *",NA,NA,"Судовуду","Sudovudu","อุซกกี","Usokki","नकलिट्री","Nakliṭrī","Naklitree"
186,"Politoed",NA,NA,"Water",NA,2,FALSE,FALSE,FALSE,NA,NA,"ニョロトノ","Nyorotono","Nyorotono","Quaxo","Tarpaud",NA,NA,"왕구리","Wangguri","Wangguri","Wangguri","蚊香蛙皇","蚊香蛙皇","Wénxiāngwāhuáng","Mānhēungwāwòhng","牛蛙君 Niúwājūn (TW/CN)牛蛙君 Ngàuhwāgwān (HK)",NA,NA,"Политоед","Politoyed","เนียวโรโทโนะ","Niaorothono","बैंगचीकिंग","Baiṅgcīkiṅg","Bangchiking"
187,"Hoppip",NA,NA,"Grass","Flying",2,FALSE,FALSE,FALSE,NA,NA,"ハネッコ","Hanekko","Hanecco","Hoppspross","Granivol",NA,NA,"통통코","Tongtongko","T'ongt'ongk'o","Tongtongko","毽子草","毽子草","Jiànzǐcǎo","Yínjíchóu","-",NA,NA,"Хоппип","Khoppip","ฮาเน็กโกะ","Hanekko","बीजम्प","Bījamp","Beejump"
188,"Skiploom",NA,NA,"Grass","Flying",2,FALSE,FALSE,FALSE,NA,NA,"ポポッコ","Popokko","Popocco","Hubelupf","Floravol",NA,NA,"두코","Duko","Tuk'o","Duko","毽子花","毽子花","Jiànzǐhuā","Yínjífā","-",NA,NA,"Скиплум","Skiplum","โพพ็อกโกะ","Phophokko","पंखुली","Paṅkhulī","Pankhulee"
189,"Jumpluff",NA,NA,"Grass","Flying",2,FALSE,FALSE,FALSE,NA,NA,"ワタッコ","Watakko","Watacco","Papungha","Cotovol",NA,NA,"솜솜코","Somsomko","Somsomk'o","Somsomko","毽子棉","毽子棉","Jiànzǐmián","Yínjímìhn","毽子綿 / 毽子绵 Jiànzǐmián (TW/CN)毽子綿 Yínjímìhn (HK)",NA,NA,"Джамплафф","Dzhamplaff","วาทักโกะ","Wathakko","रुईफ़्ली","Ruīflī","Ruiflee"
190,"Aipom",NA,NA,"Normal",NA,2,FALSE,FALSE,FALSE,NA,NA,"エイパム","Eipamu","Eipam","Griffel","Capumain",NA,NA,"에이팜","Eipam","Eip'am","Eipam","長尾怪手","长尾怪手","Chángwěiguàishǒu","Chèuhngméihgwaaisáu","-",NA,NA,"Эйпом","Eypom","เอย์แพม","Ephaem","हापी","Hāpī","Hapi"
191,"Sunkern",NA,NA,"Grass",NA,2,FALSE,FALSE,FALSE,NA,NA,"ヒマナッツ","Himanattsu","Himanuts","Sonnkern","Tournegrin",NA,NA,"해너츠","Haeneocheu","Haenŏch'ŭ","Haenuts","向日種子","向日种子","Xiàngrìzhǒngzǐ","Heungyahtjúngjí","-",NA,NA,"Санкерн","Sankern","ฮิมานัทส์","Himanat","नटमुखी","Naṭmukhī","Nutmukhi"
192,"Sunflora",NA,NA,"Grass",NA,2,FALSE,FALSE,FALSE,NA,NA,"キマワリ","Kimawari","Kimawari","Sonnflora","Héliatronc",NA,NA,"해루미","Haerumi","Haerumi","Haerumi","向日花怪","向日花怪","Xiàngrìhuāguài","Heungyahtfāgwaai","-",NA,NA,"Санфлора","Sanflora","คิมาวาริ","Khimawari","खुशमुखी","Khuśmukhī","Khushmukhi"
193,"Yanma",NA,NA,"Bug","Flying",2,FALSE,FALSE,FALSE,NA,NA,"ヤンヤンマ","Yan'yanma","Yanyanma","Yanma","Yanma",NA,NA,"왕자리","Wangjari","Wangjari","Wangjari","蜻蜻蜓","蜻蜻蜓","Qīngqīngtíng","Chīngchīngtìhng","陽陽瑪 / 阳阳玛 Yángyángmǎ (TW/CN)陽陽瑪 Yèuhngyèuhngmáh (HK)",NA,NA,"Янма","Yanma","ยันยันมา","Yanyanma","हेलीकीट","Helīkīṭ","Helikit"
194,"Wooper",NA,"Paldean Form","Poison","Ground",2,FALSE,FALSE,FALSE,NA,NA,"ウパー","Upā","Upah","Felino","Axoloto",NA,NA,"우파","Upa","Up'a","Woopa","烏波","乌波","Wūbō","Wūbō","-",NA,NA,"Вупер","Vuper","อูปา","Upa","वूपर","Vūpar","Wooper"
194,"Wooper",NA,NA,"Water","Ground",2,FALSE,FALSE,FALSE,NA,NA,"ウパー","Upā","Upah","Felino","Axoloto",NA,NA,"우파","Upa","Up'a","Woopa","烏波","乌波","Wūbō","Wūbō","-",NA,NA,"Вупер","Vuper","อูปา","Upa","वूपर","Vūpar","Wooper"
195,"Quagsire",NA,NA,"Water","Ground",2,FALSE,FALSE,FALSE,NA,NA,"ヌオー","Nuō","Nuoh","Morlord","Maraiste",NA,NA,"누오","Nuo","Nuo","Nuo","沼王","沼王","Zhǎowáng","Jíuwòhng","-",NA,NA,"Квагсайр","Kvagsayr","นูโอ","Nuo","दलदलॉर्ड","Daladlŏrḍ","Daldalord"
196,"Espeon",NA,NA,"Psychic",NA,2,FALSE,FALSE,FALSE,NA,NA,"エーフィ","Ēfi","Eifie","Psiana","Mentali",NA,NA,"에브이","Ebeui","Ebŭi","Ebeui","太陽伊布","太阳伊布","Tàiyángyībù","Taaiyèuhngyībou","太陽精靈 / 太阳精灵 Tàiyángjīnglíng (TW/CN)太陽伊貝 Taaiyèuhngyībui (HK)",NA,NA,"Эспеон","Espeon","เอฟี","Efi","मनिवी","Manivī","Maneevee"
197,"Umbreon",NA,NA,"Dark",NA,2,FALSE,FALSE,FALSE,NA,NA,"ブラッキー","Burakkī","Bracky[af]","Nachtara","Noctali",NA,NA,"블래키","Beullaeki","Bŭllaek'i","Blacky","月亮伊布","月亮伊布","Yuèliàngyībù","Yuhtleuhngyībou","月精靈 / 月精灵 Yuèjīnglíng (TW/CN)月伊貝 Yuhtyībui (HK)",NA,NA,"Амбреон","Ambreon","แบล็กกี","Blaekki","डार्कीवी","Ḍārkīvī","Darkeevee"
198,"Murkrow",NA,NA,"Dark","Flying",2,FALSE,FALSE,FALSE,NA,NA,"ヤミカラス","Yamikarasu","Yamikarasu","Kramurx","Cornèbre",NA,NA,"니로우","Nirou","Nirou","Nirou","黑暗鴉","黑暗鸦","Hēi'ànyā","Hāk'am'ā","-",NA,NA,"Муркроу","Murkrou","ยามิคาราซึ","Yamikharasue","कालक्रो","Kālakro","Kaalcrow"
199,"Slowking",NA,"Galarian Form","Poison","Psychic",2,FALSE,FALSE,FALSE,NA,NA,"ヤドキング","Yadokingu","Yadoking","Laschoking","Roigada",NA,NA,"야도킹","Yadoking","Yadok'ing","Yadoking","呆呆王","呆呆王","Dāidāiwáng","Ngòingòihwòhng","河馬王 / 河马王 Hémǎwáng (TW/CN)河馬王 Hòhmáhwòhng (HK)",NA,NA,"Слоукинг","Slouking","ยาโดคิง","Yadokhing","स्लोकिंग","Slokiṅg","Slowking"
199,"Slowking",NA,NA,"Water","Psychic",2,FALSE,FALSE,FALSE,NA,NA,"ヤドキング","Yadokingu","Yadoking","Laschoking","Roigada",NA,NA,"야도킹","Yadoking","Yadok'ing","Yadoking","呆呆王","呆呆王","Dāidāiwáng","Ngòingòihwòhng","河馬王 / 河马王 Hémǎwáng (TW/CN)河馬王 Hòhmáhwòhng (HK)",NA,NA,"Слоукинг","Slouking","ยาโดคิง","Yadokhing","स्लोकिंग","Slokiṅg","Slowking"
200,"Misdreavus",NA,NA,"Ghost",NA,2,FALSE,FALSE,FALSE,NA,NA,"ムウマ","Mūma","Muma","Traunfugil","Feuforêve",NA,NA,"무우마","Muuma","Muuma","Muuma","夢妖","梦妖","Mèngyāo","Muhngyíu","-",NA,NA,"Мисдривус","Misdrivus","มูมา","Muma","शरारीम","Śarārīm","Sharareem"
201,"Unown","One form",NA,"Psychic",NA,2,FALSE,FALSE,FALSE,NA,NA,"アンノーン","Annōn","Unknown","Icognito","Zarbi",NA,NA,"안농","Annong","Annong","Annown","未知圖騰","未知图腾","Wèizhītúténg","Meihjītòuhtàhng","-",NA,NA,"Аноун","Anoun","อันโนน","Annon","नामालूम","Nāmālūm","Naamaaloom"
202,"Wobbuffet",NA,NA,"Psychic",NA,2,FALSE,FALSE,FALSE,NA,NA,"ソーナンス","Sōnansu","Sonans","Woingenau","Qulbutoké",NA,NA,"마자용","Majayong","Majayong","Mazayong","果然翁","果然翁","Guǒránwēng","Gwóyìhnyūng","-",NA,NA,"Воббаффет","Vobbaffet","โซนานส์","Sonan","सचिमुची","Sacimucī","Sachimuchi"
203,"Girafarig",NA,NA,"Normal","Psychic",2,FALSE,FALSE,FALSE,NA,NA,"キリンリキ","Kirinriki","Kirinriki","Girafarig","Girafarig",NA,NA,"키링키","Kiringki","K'iringk'i","Kilingki","麒麟奇","麒麟奇","Qílínqí","Kèihlèuhnkèih","-",NA,NA,"Жирафариг","Zhirafarig","คิรินริกิ","Khirinriki","जिराफ़िरा","Jirāfirā","Jirafira"
204,"Pineco",NA,NA,"Bug",NA,2,FALSE,FALSE,FALSE,NA,NA,"クヌギダマ","Kunugidama","Kunugidama","Tannza","Pomdepik",NA,NA,"피콘","Pikon","P'ik'on","Pikon","榛果球","榛果球","Zhēnguǒqiú","Jēungwókàuh","-",NA,NA,"Пайнеко","Payneko","คุนุกิดามะ","Khunukidama","पाइनोला","Pāinolā","Pineola"
205,"Forretress",NA,NA,"Bug","Steel",2,FALSE,FALSE,FALSE,NA,NA,"フォレトス","Foretosu","Foretos","Forstellka","Foretress",NA,NA,"쏘콘","Ssokon","Ssok'on","Ssokon","佛烈托斯","佛烈托斯","Fúliètuōsī","Fahtlihttoksī","佛烈託斯 Fúliètuōsī (TW)佛烈託斯 Fahtlihttoksī (HK)",NA,NA,"Форретресс","Forretress","ฟอเรทอส","Forethot","जंकिला","Jaṅkilā","Junkila"
206,"Dunsparce",NA,NA,"Normal",NA,2,FALSE,FALSE,FALSE,NA,NA,"ノコッチ","Nokotchi","Nokocchi","Dummisel","Insolourdo",NA,NA,"노고치","Nogochi","Nogoch'i","Nogochi","土龍弟弟","土龙弟弟","Tǔlóngdìdì","Tóulùhngdàihdái","-",NA,NA,"Данспарс","Danspars","โนก็อจจิ","Nokotchi","विरीरेंग","Virīreṅg","Virireng"
207,"Gligar",NA,NA,"Ground","Flying",2,FALSE,FALSE,FALSE,NA,NA,"グライガー","Guraigā","Gliger","Skorgla","Scorplane",NA,NA,"글라이거","Geullaigeo","Kŭllaigŏ","Glaiger","天蠍","天蝎","Tiānxiē","Tīnkit","-",NA,NA,"Глайгар","Glaygar","ไกลกา","Klaika","ग्लाइडंक","Glāiḍaṅk","Glidank"
208,"Steelix",NA,NA,"Steel","Ground",2,FALSE,FALSE,FALSE,NA,NA,"ハガネール","Haganēru","Haganeil","Stahlos","Steelix",NA,NA,"강철톤","Gangcheolton","Kangch'ŏlt'on","Gangcheolton","大鋼蛇","大钢蛇","Dàgāngshé","Daaihgongsèh","-",NA,NA,"Стиликс","Stiliks","ฮากาเนล","Hakanen","स्टीलिक्स","Sṭīliks","Steelix"
