"ndex","name","form","MegaOrPrimal","Mega","HP_I","HP_VI","HP_VII","HP_VIII","HP_IX","HP_II-V","Attack_I","Attack_VI","Attack_VII","Attack_VIII","Attack_IX","Attack_II-V","Defense_I","Defense_VI","Defense_VII","Defense_VIII","Defense_IX","Defense_II-V","Speed_I","Speed_VI","Speed_VII","Speed_VIII","Speed_IX","Speed_II-V","Special_I","Special_VI","Special_VII","Special_VIII","Special_IX","Special_II-V","Total_I","Total_VI","Total_VII","Total_VIII","Total_IX","Total_II-V","Average_I","Average_VI","Average_VII","Average_VIII","Average_IX","Average_II-V","SpAttack_I","SpAttack_VI","SpAttack_VII","SpAttack_VIII","SpAttack_IX","SpAttack_II-V","SpDefense_I","SpDefense_VI","SpDefense_VII","SpDefense_VIII","SpDefense_IX","SpDefense_II-V"
310,"Manectric",NA,"Mega","Mega Manectric",NA,70,70,70,70,NA,NA,75,75,75,75,NA,NA,80,80,80,80,NA,NA,135,135,135,135,NA,NA,NA,NA,NA,NA,NA,NA,575,575,575,575,NA,NA,95.83,95.83,95.83,95.83,NA,NA,135,135,135,135,NA,NA,80,80,80,80,NA
311,"Plusle",NA,NA,NA,NA,60,60,60,60,60,NA,50,50,50,50,50,NA,40,40,40,40,40,NA,95,95,95,95,95,NA,NA,NA,NA,NA,NA,NA,405,405,405,405,405,NA,67.5,67.5,67.5,67.5,67.5,NA,85,85,85,85,85,NA,75,75,75,75,75
312,"Minun",NA,NA,NA,NA,60,60,60,60,60,NA,40,40,40,40,40,NA,50,50,50,50,50,NA,95,95,95,95,95,NA,NA,NA,NA,NA,NA,NA,405,405,405,405,405,NA,67.5,67.5,67.5,67.5,67.5,NA,75,75,75,75,75,NA,85,85,85,85,85
313,"Volbeat",NA,NA,NA,NA,65,65,65,65,65,NA,73,73,73,73,73,NA,55,75,75,75,55,NA,85,85,85,85,85,NA,NA,NA,NA,NA,NA,NA,400,430,430,430,400,NA,66.67,71.67,71.67,71.67,66.67,NA,47,47,47,47,47,NA,75,85,85,85,75
314,"Illumise",NA,NA,NA,NA,65,65,65,65,65,NA,47,47,47,47,47,NA,55,75,75,75,55,NA,85,85,85,85,85,NA,NA,NA,NA,NA,NA,NA,400,430,430,430,400,NA,66.67,71.67,71.67,71.67,66.67,NA,73,73,73,73,73,NA,75,85,85,85,75
315,"Roselia",NA,NA,NA,NA,50,50,50,50,50,NA,60,60,60,60,60,NA,45,45,45,45,45,NA,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,400,400,400,400,400,NA,66.67,66.67,66.67,66.67,66.67,NA,100,100,100,100,100,NA,80,80,80,80,80
316,"Gulpin",NA,NA,NA,NA,70,70,70,70,70,NA,43,43,43,43,43,NA,53,53,53,53,53,NA,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,302,302,302,302,302,NA,50.33,50.33,50.33,50.33,50.33,NA,43,43,43,43,43,NA,53,53,53,53,53
317,"Swalot",NA,NA,NA,NA,100,100,100,100,100,NA,73,73,73,73,73,NA,83,83,83,83,83,NA,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,467,467,467,467,467,NA,77.83,77.83,77.83,77.83,77.83,NA,73,73,73,73,73,NA,83,83,83,83,83
318,"Carvanha",NA,NA,NA,NA,45,45,45,45,45,NA,90,90,90,90,90,NA,20,20,20,20,20,NA,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,305,305,305,305,305,NA,50.83,50.83,50.83,50.83,50.83,NA,65,65,65,65,65,NA,20,20,20,20,20
319,"Sharpedo",NA,NA,NA,NA,70,70,70,70,70,NA,120,120,120,120,120,NA,40,40,40,40,40,NA,95,95,95,95,95,NA,NA,NA,NA,NA,NA,NA,460,460,460,460,460,NA,76.67,76.67,76.67,76.67,76.67,NA,95,95,95,95,95,NA,40,40,40,40,40
319,"Sharpedo",NA,"Mega","Mega Sharpedo",NA,70,70,70,70,NA,NA,140,140,140,140,NA,NA,70,70,70,70,NA,NA,105,105,105,105,NA,NA,NA,NA,NA,NA,NA,NA,560,560,560,560,NA,NA,93.33,93.33,93.33,93.33,NA,NA,110,110,110,110,NA,NA,65,65,65,65,NA
320,"Wailmer",NA,NA,NA,NA,130,130,130,130,130,NA,70,70,70,70,70,NA,35,35,35,35,35,NA,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,400,400,400,400,400,NA,66.67,66.67,66.67,66.67,66.67,NA,70,70,70,70,70,NA,35,35,35,35,35
321,"Wailord",NA,NA,NA,NA,170,170,170,170,170,NA,90,90,90,90,90,NA,45,45,45,45,45,NA,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,500,500,500,500,500,NA,83.33,83.33,83.33,83.33,83.33,NA,90,90,90,90,90,NA,45,45,45,45,45
322,"Numel",NA,NA,NA,NA,60,60,60,60,60,NA,60,60,60,60,60,NA,40,40,40,40,40,NA,35,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,305,305,305,305,305,NA,50.83,50.83,50.83,50.83,50.83,NA,65,65,65,65,65,NA,45,45,45,45,45
323,"Camerupt",NA,NA,NA,NA,70,70,70,70,70,NA,100,100,100,100,100,NA,70,70,70,70,70,NA,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,460,460,460,460,460,NA,76.67,76.67,76.67,76.67,76.67,NA,105,105,105,105,105,NA,75,75,75,75,75
323,"Camerupt",NA,"Mega","Mega Camerupt",NA,70,70,70,70,NA,NA,120,120,120,120,NA,NA,100,100,100,100,NA,NA,20,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,560,560,560,560,NA,NA,93.33,93.33,93.33,93.33,NA,NA,145,145,145,145,NA,NA,105,105,105,105,NA
324,"Torkoal",NA,NA,NA,NA,70,70,70,70,70,NA,85,85,85,85,85,NA,140,140,140,140,140,NA,20,20,20,20,20,NA,NA,NA,NA,NA,NA,NA,470,470,470,470,470,NA,78.33,78.33,78.33,78.33,78.33,NA,85,85,85,85,85,NA,70,70,70,70,70
325,"Spoink",NA,NA,NA,NA,60,60,60,60,60,NA,25,25,25,25,25,NA,35,35,35,35,35,NA,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,330,330,330,330,330,NA,55,55,55,55,55,NA,70,70,70,70,70,NA,80,80,80,80,80
326,"Grumpig",NA,NA,NA,NA,80,80,80,80,80,NA,45,45,45,45,45,NA,65,65,65,65,65,NA,80,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,470,470,470,470,470,NA,78.33,78.33,78.33,78.33,78.33,NA,90,90,90,90,90,NA,110,110,110,110,110
327,"Spinda",NA,NA,NA,NA,60,60,60,60,60,NA,60,60,60,60,60,NA,60,60,60,60,60,NA,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,360,360,360,360,360,NA,60,60,60,60,60,NA,60,60,60,60,60,NA,60,60,60,60,60
328,"Trapinch",NA,NA,NA,NA,45,45,45,45,45,NA,100,100,100,100,100,NA,45,45,45,45,45,NA,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,290,290,290,290,290,NA,48.33,48.33,48.33,48.33,48.33,NA,45,45,45,45,45,NA,45,45,45,45,45
329,"Vibrava",NA,NA,NA,NA,50,50,50,50,50,NA,70,70,70,70,70,NA,50,50,50,50,50,NA,70,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,340,340,340,340,340,NA,56.67,56.67,56.67,56.67,56.67,NA,50,50,50,50,50,NA,50,50,50,50,50
330,"Flygon",NA,NA,NA,NA,80,80,80,80,80,NA,100,100,100,100,100,NA,80,80,80,80,80,NA,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,520,520,520,520,520,NA,86.67,86.67,86.67,86.67,86.67,NA,80,80,80,80,80,NA,80,80,80,80,80
331,"Cacnea",NA,NA,NA,NA,50,50,50,50,50,NA,85,85,85,85,85,NA,40,40,40,40,40,NA,35,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,335,335,335,335,335,NA,55.83,55.83,55.83,55.83,55.83,NA,85,85,85,85,85,NA,40,40,40,40,40
332,"Cacturne",NA,NA,NA,NA,70,70,70,70,70,NA,115,115,115,115,115,NA,60,60,60,60,60,NA,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,475,475,475,475,475,NA,79.17,79.17,79.17,79.17,79.17,NA,115,115,115,115,115,NA,60,60,60,60,60
333,"Swablu",NA,NA,NA,NA,45,45,45,45,45,NA,40,40,40,40,40,NA,60,60,60,60,60,NA,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,310,310,310,310,310,NA,51.67,51.67,51.67,51.67,51.67,NA,40,40,40,40,40,NA,75,75,75,75,75
334,"Altaria",NA,NA,NA,NA,75,75,75,75,75,NA,70,70,70,70,70,NA,90,90,90,90,90,NA,80,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,490,490,490,490,490,NA,81.67,81.67,81.67,81.67,81.67,NA,70,70,70,70,70,NA,105,105,105,105,105
334,"Altaria",NA,"Mega","Mega Altaria",NA,75,75,75,75,NA,NA,110,110,110,110,NA,NA,110,110,110,110,NA,NA,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,NA,590,590,590,590,NA,NA,98.33,98.33,98.33,98.33,NA,NA,110,110,110,110,NA,NA,105,105,105,105,NA
335,"Zangoose",NA,NA,NA,NA,73,73,73,73,73,NA,115,115,115,115,115,NA,60,60,60,60,60,NA,90,90,90,90,90,NA,NA,NA,NA,NA,NA,NA,458,458,458,458,458,NA,76.33,76.33,76.33,76.33,76.33,NA,60,60,60,60,60,NA,60,60,60,60,60
336,"Seviper",NA,NA,NA,NA,73,73,73,73,73,NA,100,100,100,100,100,NA,60,60,60,60,60,NA,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,458,458,458,458,458,NA,76.33,76.33,76.33,76.33,76.33,NA,100,100,100,100,100,NA,60,60,60,60,60
337,"Lunatone",NA,NA,NA,NA,70,90,90,90,70,NA,55,55,55,55,55,NA,65,65,65,65,65,NA,70,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,440,460,460,460,440,NA,73.33,76.67,76.67,76.67,73.33,NA,95,95,95,95,95,NA,85,85,85,85,85
338,"Solrock",NA,NA,NA,NA,70,90,90,90,70,NA,95,95,95,95,95,NA,85,85,85,85,85,NA,70,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,440,460,460,460,440,NA,73.33,76.67,76.67,76.67,73.33,NA,55,55,55,55,55,NA,65,65,65,65,65
339,"Barboach",NA,NA,NA,NA,50,50,50,50,50,NA,48,48,48,48,48,NA,43,43,43,43,43,NA,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,288,288,288,288,288,NA,48,48,48,48,48,NA,46,46,46,46,46,NA,41,41,41,41,41
340,"Whiscash",NA,NA,NA,NA,110,110,110,110,110,NA,78,78,78,78,78,NA,73,73,73,73,73,NA,60,60,60,60,60,NA,NA,NA,NA,NA,NA,NA,468,468,468,468,468,NA,78,78,78,78,78,NA,76,76,76,76,76,NA,71,71,71,71,71
341,"Corphish",NA,NA,NA,NA,43,43,43,43,43,NA,80,80,80,80,80,NA,65,65,65,65,65,NA,35,35,35,35,35,NA,NA,NA,NA,NA,NA,NA,308,308,308,308,308,NA,51.33,51.33,51.33,51.33,51.33,NA,50,50,50,50,50,NA,35,35,35,35,35
342,"Crawdaunt",NA,NA,NA,NA,63,63,63,63,63,NA,120,120,120,120,120,NA,85,85,85,85,85,NA,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,468,468,468,468,468,NA,78,78,78,78,78,NA,90,90,90,90,90,NA,55,55,55,55,55
343,"Baltoy",NA,NA,NA,NA,40,40,40,40,40,NA,40,40,40,40,40,NA,55,55,55,55,55,NA,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,300,300,300,300,300,NA,50,50,50,50,50,NA,40,40,40,40,40,NA,70,70,70,70,70
344,"Claydol",NA,NA,NA,NA,60,60,60,60,60,NA,70,70,70,70,70,NA,105,105,105,105,105,NA,75,75,75,75,75,NA,NA,NA,NA,NA,NA,NA,500,500,500,500,500,NA,83.33,83.33,83.33,83.33,83.33,NA,70,70,70,70,70,NA,120,120,120,120,120
345,"Lileep",NA,NA,NA,NA,66,66,66,66,66,NA,41,41,41,41,41,NA,77,77,77,77,77,NA,23,23,23,23,23,NA,NA,NA,NA,NA,NA,NA,355,355,355,355,355,NA,59.17,59.17,59.17,59.17,59.17,NA,61,61,61,61,61,NA,87,87,87,87,87
346,"Cradily",NA,NA,NA,NA,86,86,86,86,86,NA,81,81,81,81,81,NA,97,97,97,97,97,NA,43,43,43,43,43,NA,NA,NA,NA,NA,NA,NA,495,495,495,495,495,NA,82.5,82.5,82.5,82.5,82.5,NA,81,81,81,81,81,NA,107,107,107,107,107
347,"Anorith",NA,NA,NA,NA,45,45,45,45,45,NA,95,95,95,95,95,NA,50,50,50,50,50,NA,75,75,75,75,75,NA,NA,NA,NA,NA,NA,NA,355,355,355,355,355,NA,59.17,59.17,59.17,59.17,59.17,NA,40,40,40,40,40,NA,50,50,50,50,50
348,"Armaldo",NA,NA,NA,NA,75,75,75,75,75,NA,125,125,125,125,125,NA,100,100,100,100,100,NA,45,45,45,45,45,NA,NA,NA,NA,NA,NA,NA,495,495,495,495,495,NA,82.5,82.5,82.5,82.5,82.5,NA,70,70,70,70,70,NA,80,80,80,80,80
349,"Feebas",NA,NA,NA,NA,20,20,20,20,20,NA,15,15,15,15,15,NA,20,20,20,20,20,NA,80,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,200,200,200,200,200,NA,33.33,33.33,33.33,33.33,33.33,NA,10,10,10,10,10,NA,55,55,55,55,55
350,"Milotic",NA,NA,NA,NA,95,95,95,95,95,NA,60,60,60,60,60,NA,79,79,79,79,79,NA,81,81,81,81,81,NA,NA,NA,NA,NA,NA,NA,540,540,540,540,540,NA,90,90,90,90,90,NA,100,100,100,100,100,NA,125,125,125,125,125
351,"Castform",NA,NA,NA,NA,70,70,70,70,70,NA,70,70,70,70,70,NA,70,70,70,70,70,NA,70,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,420,420,420,420,420,NA,70,70,70,70,70,NA,70,70,70,70,70,NA,70,70,70,70,70
352,"Kecleon",NA,NA,NA,NA,60,60,60,60,60,NA,90,90,90,90,90,NA,70,70,70,70,70,NA,40,40,40,40,40,NA,NA,NA,NA,NA,NA,NA,440,440,440,440,440,NA,73.33,73.33,73.33,73.33,73.33,NA,60,60,60,60,60,NA,120,120,120,120,120
353,"Shuppet",NA,NA,NA,NA,44,44,44,44,44,NA,75,75,75,75,75,NA,35,35,35,35,35,NA,45,45,45,45,45,NA,NA,NA,NA,NA,NA,NA,295,295,295,295,295,NA,49.17,49.17,49.17,49.17,49.17,NA,63,63,63,63,63,NA,33,33,33,33,33
354,"Banette",NA,NA,NA,NA,64,64,64,64,64,NA,115,115,115,115,115,NA,65,65,65,65,65,NA,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,455,455,455,455,455,NA,75.83,75.83,75.83,75.83,75.83,NA,83,83,83,83,83,NA,63,63,63,63,63
354,"Banette",NA,"Mega","Mega Banette",NA,64,64,64,64,NA,NA,165,165,165,165,NA,NA,75,75,75,75,NA,NA,75,75,75,75,NA,NA,NA,NA,NA,NA,NA,NA,555,555,555,555,NA,NA,92.5,92.5,92.5,92.5,NA,NA,93,93,93,93,NA,NA,83,83,83,83,NA
355,"Duskull",NA,NA,NA,NA,20,20,20,20,20,NA,40,40,40,40,40,NA,90,90,90,90,90,NA,25,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,295,295,295,295,295,NA,49.17,49.17,49.17,49.17,49.17,NA,30,30,30,30,30,NA,90,90,90,90,90
356,"Dusclops",NA,NA,NA,NA,40,40,40,40,40,NA,70,70,70,70,70,NA,130,130,130,130,130,NA,25,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,455,455,455,455,455,NA,75.83,75.83,75.83,75.83,75.83,NA,60,60,60,60,60,NA,130,130,130,130,130
357,"Tropius",NA,NA,NA,NA,99,99,99,99,99,NA,68,68,68,68,68,NA,83,83,83,83,83,NA,51,51,51,51,51,NA,NA,NA,NA,NA,NA,NA,460,460,460,460,460,NA,76.67,76.67,76.67,76.67,76.67,NA,72,72,72,72,72,NA,87,87,87,87,87
358,"Chimecho",NA,NA,NA,NA,65,75,75,75,65,NA,50,50,50,50,50,NA,70,80,80,80,70,NA,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,425,455,455,455,425,NA,70.83,75.83,75.83,75.83,70.83,NA,95,95,95,95,95,NA,80,90,90,90,80
359,"Absol",NA,NA,NA,NA,65,65,65,65,65,NA,130,130,130,130,130,NA,60,60,60,60,60,NA,75,75,75,75,75,NA,NA,NA,NA,NA,NA,NA,465,465,465,465,465,NA,77.5,77.5,77.5,77.5,77.5,NA,75,75,75,75,75,NA,60,60,60,60,60
359,"Absol",NA,"Mega","Mega Absol",NA,65,65,65,65,NA,NA,150,150,150,150,NA,NA,60,60,60,60,NA,NA,115,115,115,115,NA,NA,NA,NA,NA,NA,NA,NA,565,565,565,565,NA,NA,94.17,94.17,94.17,94.17,NA,NA,115,115,115,115,NA,NA,60,60,60,60,NA
360,"Wynaut",NA,NA,NA,NA,95,95,95,95,95,NA,23,23,23,23,23,NA,48,48,48,48,48,NA,23,23,23,23,23,NA,NA,NA,NA,NA,NA,NA,260,260,260,260,260,NA,43.33,43.33,43.33,43.33,43.33,NA,23,23,23,23,23,NA,48,48,48,48,48
361,"Snorunt",NA,NA,NA,NA,50,50,50,50,50,NA,50,50,50,50,50,NA,50,50,50,50,50,NA,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,300,300,300,300,300,NA,50,50,50,50,50,NA,50,50,50,50,50,NA,50,50,50,50,50
362,"Glalie",NA,NA,NA,NA,80,80,80,80,80,NA,80,80,80,80,80,NA,80,80,80,80,80,NA,80,80,80,80,80,NA,NA,NA,NA,NA,NA,NA,480,480,480,480,480,NA,80,80,80,80,80,NA,80,80,80,80,80,NA,80,80,80,80,80
362,"Glalie",NA,"Mega","Mega Glalie",NA,80,80,80,80,NA,NA,120,120,120,120,NA,NA,80,80,80,80,NA,NA,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,580,580,580,580,NA,NA,96.67,96.67,96.67,96.67,NA,NA,120,120,120,120,NA,NA,80,80,80,80,NA
363,"Spheal",NA,NA,NA,NA,70,70,70,70,70,NA,40,40,40,40,40,NA,50,50,50,50,50,NA,25,25,25,25,25,NA,NA,NA,NA,NA,NA,NA,290,290,290,290,290,NA,48.33,48.33,48.33,48.33,48.33,NA,55,55,55,55,55,NA,50,50,50,50,50
364,"Sealeo",NA,NA,NA,NA,90,90,90,90,90,NA,60,60,60,60,60,NA,70,70,70,70,70,NA,45,45,45,45,45,NA,NA,NA,NA,NA,NA,NA,410,410,410,410,410,NA,68.33,68.33,68.33,68.33,68.33,NA,75,75,75,75,75,NA,70,70,70,70,70
365,"Walrein",NA,NA,NA,NA,110,110,110,110,110,NA,80,80,80,80,80,NA,90,90,90,90,90,NA,65,65,65,65,65,NA,NA,NA,NA,NA,NA,NA,530,530,530,530,530,NA,88.33,88.33,88.33,88.33,88.33,NA,95,95,95,95,95,NA,90,90,90,90,90
366,"Clamperl",NA,NA,NA,NA,35,35,35,35,35,NA,64,64,64,64,64,NA,85,85,85,85,85,NA,32,32,32,32,32,NA,NA,NA,NA,NA,NA,NA,345,345,345,345,345,NA,57.5,57.5,57.5,57.5,57.5,NA,74,74,74,74,74,NA,55,55,55,55,55
367,"Huntail",NA,NA,NA,NA,55,55,55,55,55,NA,104,104,104,104,104,NA,105,105,105,105,105,NA,52,52,52,52,52,NA,NA,NA,NA,NA,NA,NA,485,485,485,485,485,NA,80.83,80.83,80.83,80.83,80.83,NA,94,94,94,94,94,NA,75,75,75,75,75
368,"Gorebyss",NA,NA,NA,NA,55,55,55,55,55,NA,84,84,84,84,84,NA,105,105,105,105,105,NA,52,52,52,52,52,NA,NA,NA,NA,NA,NA,NA,485,485,485,485,485,NA,80.83,80.83,80.83,80.83,80.83,NA,114,114,114,114,114,NA,75,75,75,75,75
369,"Relicanth",NA,NA,NA,NA,100,100,100,100,100,NA,90,90,90,90,90,NA,130,130,130,130,130,NA,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,485,485,485,485,485,NA,80.83,80.83,80.83,80.83,80.83,NA,45,45,45,45,45,NA,65,65,65,65,65
370,"Luvdisc",NA,NA,NA,NA,43,43,43,43,43,NA,30,30,30,30,30,NA,55,55,55,55,55,NA,97,97,97,97,97,NA,NA,NA,NA,NA,NA,NA,330,330,330,330,330,NA,55,55,55,55,55,NA,40,40,40,40,40,NA,65,65,65,65,65
371,"Bagon",NA,NA,NA,NA,45,45,45,45,45,NA,75,75,75,75,75,NA,60,60,60,60,60,NA,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,300,300,300,300,300,NA,50,50,50,50,50,NA,40,40,40,40,40,NA,30,30,30,30,30
372,"Shelgon",NA,NA,NA,NA,65,65,65,65,65,NA,95,95,95,95,95,NA,100,100,100,100,100,NA,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,420,420,420,420,420,NA,70,70,70,70,70,NA,60,60,60,60,60,NA,50,50,50,50,50
373,"Salamence",NA,NA,NA,NA,95,95,95,95,95,NA,135,135,135,135,135,NA,80,80,80,80,80,NA,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,600,NA,100,100,100,100,100,NA,110,110,110,110,110,NA,80,80,80,80,80
373,"Salamence",NA,"Mega","Mega Salamence",NA,95,95,95,95,NA,NA,145,145,145,145,NA,NA,130,130,130,130,NA,NA,120,120,120,120,NA,NA,NA,NA,NA,NA,NA,NA,700,700,700,700,NA,NA,116.67,116.67,116.67,116.67,NA,NA,120,120,120,120,NA,NA,90,90,90,90,NA
374,"Beldum",NA,NA,NA,NA,40,40,40,40,40,NA,55,55,55,55,55,NA,80,80,80,80,80,NA,30,30,30,30,30,NA,NA,NA,NA,NA,NA,NA,300,300,300,300,300,NA,50,50,50,50,50,NA,35,35,35,35,35,NA,60,60,60,60,60
375,"Metang",NA,NA,NA,NA,60,60,60,60,60,NA,75,75,75,75,75,NA,100,100,100,100,100,NA,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,420,420,420,420,420,NA,70,70,70,70,70,NA,55,55,55,55,55,NA,80,80,80,80,80
376,"Metagross",NA,NA,NA,NA,80,80,80,80,80,NA,135,135,135,135,135,NA,130,130,130,130,130,NA,70,70,70,70,70,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,600,NA,100,100,100,100,100,NA,95,95,95,95,95,NA,90,90,90,90,90
376,"Metagross",NA,"Mega","Mega Metagross",NA,80,80,80,80,NA,NA,145,145,145,145,NA,NA,150,150,150,150,NA,NA,110,110,110,110,NA,NA,NA,NA,NA,NA,NA,NA,700,700,700,700,NA,NA,116.67,116.67,116.67,116.67,NA,NA,105,105,105,105,NA,NA,110,110,110,110,NA
377,"Regirock",NA,NA,NA,NA,80,80,80,80,80,NA,100,100,100,100,100,NA,200,200,200,200,200,NA,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,580,580,580,580,580,NA,96.67,96.67,96.67,96.67,96.67,NA,50,50,50,50,50,NA,100,100,100,100,100
378,"Regice",NA,NA,NA,NA,80,80,80,80,80,NA,50,50,50,50,50,NA,100,100,100,100,100,NA,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,580,580,580,580,580,NA,96.67,96.67,96.67,96.67,96.67,NA,100,100,100,100,100,NA,200,200,200,200,200
379,"Registeel",NA,NA,NA,NA,80,80,80,80,80,NA,75,75,75,75,75,NA,150,150,150,150,150,NA,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,580,580,580,580,580,NA,96.67,96.67,96.67,96.67,96.67,NA,75,75,75,75,75,NA,150,150,150,150,150
380,"Latias",NA,NA,NA,NA,80,80,80,80,80,NA,80,80,80,80,80,NA,90,90,90,90,90,NA,110,110,110,110,110,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,600,NA,100,100,100,100,100,NA,110,110,110,110,110,NA,130,130,130,130,130
380,"Latias",NA,"Mega","Mega Latias",NA,80,80,80,80,NA,NA,100,100,100,100,NA,NA,120,120,120,120,NA,NA,110,110,110,110,NA,NA,NA,NA,NA,NA,NA,NA,700,700,700,700,NA,NA,116.67,116.67,116.67,116.67,NA,NA,140,140,140,140,NA,NA,150,150,150,150,NA
381,"Latios",NA,NA,NA,NA,80,80,80,80,80,NA,90,90,90,90,90,NA,80,80,80,80,80,NA,110,110,110,110,110,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,600,NA,100,100,100,100,100,NA,130,130,130,130,130,NA,110,110,110,110,110
381,"Latios",NA,"Mega","Mega Latios",NA,80,80,80,80,NA,NA,130,130,130,130,NA,NA,100,100,100,100,NA,NA,110,110,110,110,NA,NA,NA,NA,NA,NA,NA,NA,700,700,700,700,NA,NA,116.67,116.67,116.67,116.67,NA,NA,160,160,160,160,NA,NA,120,120,120,120,NA
382,"Kyogre",NA,NA,NA,NA,100,100,100,100,100,NA,100,100,100,100,100,NA,90,90,90,90,90,NA,90,90,90,90,90,NA,NA,NA,NA,NA,NA,NA,670,670,670,670,670,NA,111.67,111.67,111.67,111.67,111.67,NA,150,150,150,150,150,NA,140,140,140,140,140
382,"Kyogre",NA,"Primal","Primal Kyogre",NA,100,100,100,100,NA,NA,150,150,150,150,NA,NA,90,90,90,90,NA,NA,90,90,90,90,NA,NA,NA,NA,NA,NA,NA,NA,770,770,770,770,NA,NA,128.33,128.33,128.33,128.33,NA,NA,180,180,180,180,NA,NA,160,160,160,160,NA
383,"Groudon",NA,NA,NA,NA,100,100,100,100,100,NA,150,150,150,150,150,NA,140,140,140,140,140,NA,90,90,90,90,90,NA,NA,NA,NA,NA,NA,NA,670,670,670,670,670,NA,111.67,111.67,111.67,111.67,111.67,NA,100,100,100,100,100,NA,90,90,90,90,90
383,"Groudon",NA,"Primal","Primal Groudon",NA,100,100,100,100,NA,NA,180,180,180,180,NA,NA,160,160,160,160,NA,NA,90,90,90,90,NA,NA,NA,NA,NA,NA,NA,NA,770,770,770,770,NA,NA,128.33,128.33,128.33,128.33,NA,NA,150,150,150,150,NA,NA,90,90,90,90,NA
384,"Rayquaza",NA,NA,NA,NA,105,105,105,105,105,NA,150,150,150,150,150,NA,90,90,90,90,90,NA,95,95,95,95,95,NA,NA,NA,NA,NA,NA,NA,680,680,680,680,680,NA,113.33,113.33,113.33,113.33,113.33,NA,150,150,150,150,150,NA,90,90,90,90,90
384,"Rayquaza",NA,"Mega","Mega Rayquaza",NA,105,105,105,105,NA,NA,180,180,180,180,NA,NA,100,100,100,100,NA,NA,115,115,115,115,NA,NA,NA,NA,NA,NA,NA,NA,780,780,780,780,NA,NA,130,130,130,130,NA,NA,180,180,180,180,NA,NA,100,100,100,100,NA
385,"Jirachi",NA,NA,NA,NA,100,100,100,100,100,NA,100,100,100,100,100,NA,100,100,100,100,100,NA,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,600,NA,100,100,100,100,100,NA,100,100,100,100,100,NA,100,100,100,100,100
386,"Deoxys","Normal Forme",NA,NA,NA,50,50,50,50,50,NA,150,150,150,150,150,NA,50,50,50,50,50,NA,150,150,150,150,150,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,600,NA,100,100,100,100,100,NA,150,150,150,150,150,NA,50,50,50,50,50
386,"Deoxys","Attack Forme",NA,NA,NA,50,50,50,50,50,NA,180,180,180,180,180,NA,20,20,20,20,20,NA,150,150,150,150,150,NA,NA,NA,NA,NA,NA,NA,600,600,600,600,600,NA,100,100,100,100,100,NA,180,180,180,180,180,NA,20,20,20,20,20
