ndex,name,form,MegaOrPrimal,Mega,HP,Attack,Defense,Speed,Special,Total,Average,Gen,SpAttack,SpDefense
369,Relicanth,NA,NA,NA,100,90,130,55,NA,485,80.83,VII,45,65
370,Luvdisc,NA,NA,NA,43,30,55,97,NA,330,55,VII,40,65
371,Bagon,NA,NA,NA,45,75,60,50,NA,300,50,VII,40,30
372,Shelgon,NA,NA,NA,65,95,100,50,NA,420,70,VII,60,50
373,Salamence,NA,NA,NA,95,135,80,100,NA,600,100,VII,110,80
373,Salamence,NA,Mega,Mega Salamence,95,145,130,120,NA,700,116.67,VII,120,90
374,Beldum,NA,NA,NA,40,55,80,30,NA,300,50,VII,35,60
375,Metang,NA,NA,NA,60,75,100,50,NA,420,70,VII,55,80
376,Metagross,NA,NA,NA,80,135,130,70,NA,600,100,VII,95,90
376,Metagross,NA,Mega,Mega Metagross,80,145,150,110,NA,700,116.67,VII,105,110
377,Regirock,NA,NA,NA,80,100,200,50,NA,580,96.67,VII,50,100
378,Regice,NA,NA,NA,80,50,100,50,NA,580,96.67,VII,100,200
379,Registeel,NA,NA,NA,80,75,150,50,NA,580,96.67,VII,75,150
380,Latias,NA,NA,NA,80,80,90,110,NA,600,100,VII,110,130
380,Latias,NA,Mega,Mega Latias,80,100,120,110,NA,700,116.67,VII,140,150
381,Latios,NA,NA,NA,80,90,80,110,NA,600,100,VII,130,110
381,Latios,NA,Mega,Mega Latios,80,130,100,110,NA,700,116.67,VII,160,120
382,Kyogre,NA,NA,NA,100,100,90,90,NA,670,111.67,VII,150,140
382,Kyogre,NA,Primal,Primal Kyogre,100,150,90,90,NA,770,128.33,VII,180,160
383,Groudon,NA,NA,NA,100,150,140,90,NA,670,111.67,VII,100,90
383,Groudon,NA,Primal,Primal Groudon,100,180,160,90,NA,770,128.33,VII,150,90
384,Rayquaza,NA,NA,NA,105,150,90,95,NA,680,113.33,VII,150,90
384,Rayquaza,NA,Mega,Mega Rayquaza,105,180,100,115,NA,780,130,VII,180,100
385,Jirachi,NA,NA,NA,100,100,100,100,NA,600,100,VII,100,100
386,Deoxys,Normal Forme,NA,NA,50,150,50,150,NA,600,100,VII,150,50
386,Deoxys,Attack Forme,NA,NA,50,180,20,150,NA,600,100,VII,180,20
386,Deoxys,Defense Forme,NA,NA,50,70,160,90,NA,600,100,VII,70,160
386,Deoxys,Speed Forme,NA,NA,50,95,90,180,NA,600,100,VII,95,90
387,Turtwig,NA,NA,NA,55,68,64,31,NA,318,53,VII,45,55
388,Grotle,NA,NA,NA,75,89,85,36,NA,405,67.5,VII,55,65
389,Torterra,NA,NA,NA,95,109,105,56,NA,525,87.5,VII,75,85
390,Chimchar,NA,NA,NA,44,58,44,61,NA,309,51.5,VII,58,44
391,Monferno,NA,NA,NA,64,78,52,81,NA,405,67.5,VII,78,52
392,Infernape,NA,NA,NA,76,104,71,108,NA,534,89,VII,104,71
393,Piplup,NA,NA,NA,53,51,53,40,NA,314,52.33,VII,61,56
394,Prinplup,NA,NA,NA,64,66,68,50,NA,405,67.5,VII,81,76
395,Empoleon,NA,NA,NA,84,86,88,60,NA,530,88.33,VII,111,101
396,Starly,NA,NA,NA,40,55,30,60,NA,245,40.83,VII,30,30
397,Staravia,NA,NA,NA,55,75,50,80,NA,340,56.67,VII,40,40
398,Staraptor,NA,NA,NA,85,120,70,100,NA,485,80.83,VII,50,60
399,Bidoof,NA,NA,NA,59,45,40,31,NA,250,41.67,VII,35,40
400,Bibarel,NA,NA,NA,79,85,60,71,NA,410,68.33,VII,55,60
401,Kricketot,NA,NA,NA,37,25,41,25,NA,194,32.33,VII,25,41
402,Kricketune,NA,NA,NA,77,85,51,65,NA,384,64,VII,55,51
403,Shinx,NA,NA,NA,45,65,34,45,NA,263,43.83,VII,40,34
404,Luxio,NA,NA,NA,60,85,49,60,NA,363,60.5,VII,60,49
405,Luxray,NA,NA,NA,80,120,79,70,NA,523,87.17,VII,95,79
406,Budew,NA,NA,NA,40,30,35,55,NA,280,46.67,VII,50,70
407,Roserade,NA,NA,NA,60,70,65,90,NA,515,85.83,VII,125,105
408,Cranidos,NA,NA,NA,67,125,40,58,NA,350,58.33,VII,30,30
409,Rampardos,NA,NA,NA,97,165,60,58,NA,495,82.5,VII,65,50
410,Shieldon,NA,NA,NA,30,42,118,30,NA,350,58.33,VII,42,88
411,Bastiodon,NA,NA,NA,60,52,168,30,NA,495,82.5,VII,47,138
412,Burmy,NA,NA,NA,40,29,45,36,NA,224,37.33,VII,29,45
413,Wormadam,Plant Cloak,NA,NA,60,59,85,36,NA,424,70.67,VII,79,105
413,Wormadam,Sandy Cloak,NA,NA,60,79,105,36,NA,424,70.67,VII,59,85
413,Wormadam,Trash Cloak,NA,NA,60,69,95,36,NA,424,70.67,VII,69,95
414,Mothim,NA,NA,NA,70,94,50,66,NA,424,70.67,VII,94,50
415,Combee,NA,NA,NA,30,30,42,70,NA,244,40.67,VII,30,42
416,Vespiquen,NA,NA,NA,70,80,102,40,NA,474,79,VII,80,102
417,Pachirisu,NA,NA,NA,60,45,70,95,NA,405,67.5,VII,45,90
418,Buizel,NA,NA,NA,55,65,35,85,NA,330,55,VII,60,30
419,Floatzel,NA,NA,NA,85,105,55,115,NA,495,82.5,VII,85,50
420,Cherubi,NA,NA,NA,45,35,45,35,NA,275,45.83,VII,62,53
421,Cherrim,NA,NA,NA,70,60,70,85,NA,450,75,VII,87,78
422,Shellos,NA,NA,NA,76,48,48,34,NA,325,54.17,VII,57,62
423,Gastrodon,NA,NA,NA,111,83,68,39,NA,475,79.17,VII,92,82
424,Ambipom,NA,NA,NA,75,100,66,115,NA,482,80.33,VII,60,66
425,Drifloon,NA,NA,NA,90,50,34,70,NA,348,58,VII,60,44
426,Drifblim,NA,NA,NA,150,80,44,80,NA,498,83,VII,90,54
427,Buneary,NA,NA,NA,55,66,44,85,NA,350,58.33,VII,44,56
428,Lopunny,NA,NA,NA,65,76,84,105,NA,480,80,VII,54,96
428,Lopunny,NA,Mega,Mega Lopunny,65,136,94,135,NA,580,96.67,VII,54,96
429,Mismagius,NA,NA,NA,60,60,60,105,NA,495,82.5,VII,105,105
430,Honchkrow,NA,NA,NA,100,125,52,71,NA,505,84.17,VII,105,52
431,Glameow,NA,NA,NA,49,55,42,85,NA,310,51.67,VII,42,37
432,Purugly,NA,NA,NA,71,82,64,112,NA,452,75.33,VII,64,59
433,Chingling,NA,NA,NA,45,30,50,45,NA,285,47.5,VII,65,50
434,Stunky,NA,NA,NA,63,63,47,74,NA,329,54.83,VII,41,41
435,Skuntank,NA,NA,NA,103,93,67,84,NA,479,79.83,VII,71,61
436,Bronzor,NA,NA,NA,57,24,86,23,NA,300,50,VII,24,86
437,Bronzong,NA,NA,NA,67,89,116,33,NA,500,83.33,VII,79,116
438,Bonsly,NA,NA,NA,50,80,95,10,NA,290,48.33,VII,10,45
439,Mime Jr.,NA,NA,NA,20,25,45,60,NA,310,51.67,VII,70,90
440,Happiny,NA,NA,NA,100,5,5,30,NA,220,36.67,VII,15,65
441,Chatot,NA,NA,NA,76,65,45,91,NA,411,68.5,VII,92,42
442,Spiritomb,NA,NA,NA,50,92,108,35,NA,485,80.83,VII,92,108
443,Gible,NA,NA,NA,58,70,45,42,NA,300,50,VII,40,45
444,Gabite,NA,NA,NA,68,90,65,82,NA,410,68.33,VII,50,55
445,Garchomp,NA,NA,NA,108,130,95,102,NA,600,100,VII,80,85
445,Garchomp,NA,Mega,Mega Garchomp,108,170,115,92,NA,700,116.67,VII,120,95
446,Munchlax,NA,NA,NA,135,85,40,5,NA,390,65,VII,40,85
447,Riolu,NA,NA,NA,40,70,40,60,NA,285,47.5,VII,35,40
448,Lucario,NA,NA,NA,70,110,70,90,NA,525,87.5,VII,115,70
448,Lucario,NA,Mega,Mega Lucario,70,145,88,112,NA,625,104.17,VII,140,70
449,Hippopotas,NA,NA,NA,68,72,78,32,NA,330,55,VII,38,42
450,Hippowdon,NA,NA,NA,108,112,118,47,NA,525,87.5,VII,68,72
451,Skorupi,NA,NA,NA,40,50,90,65,NA,330,55,VII,30,55
452,Drapion,NA,NA,NA,70,90,110,95,NA,500,83.33,VII,60,75
453,Croagunk,NA,NA,NA,48,61,40,50,NA,300,50,VII,61,40
454,Toxicroak,NA,NA,NA,83,106,65,85,NA,490,81.67,VII,86,65
455,Carnivine,NA,NA,NA,74,100,72,46,NA,454,75.67,VII,90,72
456,Finneon,NA,NA,NA,49,49,56,66,NA,330,55,VII,49,61
457,Lumineon,NA,NA,NA,69,69,76,91,NA,460,76.67,VII,69,86
458,Mantyke,NA,NA,NA,45,20,50,50,NA,345,57.5,VII,60,120
459,Snover,NA,NA,NA,60,62,50,40,NA,334,55.67,VII,62,60
460,Abomasnow,NA,NA,NA,90,92,75,60,NA,494,82.33,VII,92,85
460,Abomasnow,NA,Mega,Mega Abomasnow,90,132,105,30,NA,594,99,VII,132,105
461,Weavile,NA,NA,NA,70,120,65,125,NA,510,85,VII,45,85
462,Magnezone,NA,NA,NA,70,70,115,60,NA,535,89.17,VII,130,90
463,Lickilicky,NA,NA,NA,110,85,95,50,NA,515,85.83,VII,80,95
464,Rhyperior,NA,NA,NA,115,140,130,40,NA,535,89.17,VII,55,55
465,Tangrowth,NA,NA,NA,100,100,125,50,NA,535,89.17,VII,110,50
466,Electivire,NA,NA,NA,75,123,67,95,NA,540,90,VII,95,85
467,Magmortar,NA,NA,NA,75,95,67,83,NA,540,90,VII,125,95
468,Togekiss,NA,NA,NA,85,50,95,80,NA,545,90.83,VII,120,115
469,Yanmega,NA,NA,NA,86,76,86,95,NA,515,85.83,VII,116,56
470,Leafeon,NA,NA,NA,65,110,130,95,NA,525,87.5,VII,60,65
471,Glaceon,NA,NA,NA,65,60,110,65,NA,525,87.5,VII,130,95
472,Gliscor,NA,NA,NA,75,95,125,95,NA,510,85,VII,45,75
473,Mamoswine,NA,NA,NA,110,130,80,80,NA,530,88.33,VII,70,60
474,Porygon-Z,NA,NA,NA,85,80,70,90,NA,535,89.17,VII,135,75
475,Gallade,NA,NA,NA,68,125,65,80,NA,518,86.33,VII,65,115
475,Gallade,NA,Mega,Mega Gallade,68,165,95,110,NA,618,103,VII,65,115
476,Probopass,NA,NA,NA,60,55,145,40,NA,525,87.5,VII,75,150
477,Dusknoir,NA,NA,NA,45,100,135,45,NA,525,87.5,VII,65,135
478,Froslass,NA,NA,NA,70,80,70,110,NA,480,80,VII,80,70
479,Rotom,NA,NA,NA,50,50,77,91,NA,440,73.33,VII,95,77
479,Rotom,Heat Rotom,NA,NA,50,65,107,86,NA,520,86.67,VII,105,107
479,Rotom,Wash Rotom,NA,NA,50,65,107,86,NA,520,86.67,VII,105,107
479,Rotom,Frost Rotom,NA,NA,50,65,107,86,NA,520,86.67,VII,105,107
479,Rotom,Fan Rotom,NA,NA,50,65,107,86,NA,520,86.67,VII,105,107
479,Rotom,Mow Rotom,NA,NA,50,65,107,86,NA,520,86.67,VII,105,107
480,Uxie,NA,NA,NA,75,75,130,95,NA,580,96.67,VII,75,130
481,Mesprit,NA,NA,NA,80,105,105,80,NA,580,96.67,VII,105,105
482,Azelf,NA,NA,NA,75,125,70,115,NA,580,96.67,VII,125,70
483,Dialga,NA,NA,NA,100,120,120,90,NA,680,113.33,VII,150,100
484,Palkia,NA,NA,NA,90,120,100,100,NA,680,113.33,VII,150,120
485,Heatran,NA,NA,NA,91,90,106,77,NA,600,100,VII,130,106
486,Regigigas,NA,NA,NA,110,160,110,100,NA,670,111.67,VII,80,110
487,Giratina,Altered Forme,NA,NA,150,100,120,90,NA,680,113.33,VII,100,120
487,Giratina,Origin Forme,NA,NA,150,120,100,90,NA,680,113.33,VII,120,100
488,Cresselia,NA,NA,NA,120,70,120,85,NA,600,100,VII,75,130
489,Phione,NA,NA,NA,80,80,80,80,NA,480,80,VII,80,80
490,Manaphy,NA,NA,NA,100,100,100,100,NA,600,100,VII,100,100
491,Darkrai,NA,NA,NA,70,90,90,125,NA,600,100,VII,135,90
492,Shaymin,Land Forme,NA,NA,100,100,100,100,NA,600,100,VII,100,100
492,Shaymin,Sky Forme,NA,NA,100,103,75,127,NA,600,100,VII,120,75
493,Arceus,NA,NA,NA,120,120,120,120,NA,720,120,VII,120,120
494,Victini,NA,NA,NA,100,100,100,100,NA,600,100,VII,100,100
495,Snivy,NA,NA,NA,45,45,55,63,NA,308,51.33,VII,45,55
496,Servine,NA,NA,NA,60,60,75,83,NA,413,68.83,VII,60,75
497,Serperior,NA,NA,NA,75,75,95,113,NA,528,88,VII,75,95
498,Tepig,NA,NA,NA,65,63,45,45,NA,308,51.33,VII,45,45
499,Pignite,NA,NA,NA,90,93,55,55,NA,418,69.67,VII,70,55
500,Emboar,NA,NA,NA,110,123,65,65,NA,528,88,VII,100,65
501,Oshawott,NA,NA,NA,55,55,45,45,NA,308,51.33,VII,63,45
502,Dewott,NA,NA,NA,75,75,60,60,NA,413,68.83,VII,83,60
503,Samurott,NA,NA,NA,95,100,85,70,NA,528,88,VII,108,70
504,Patrat,NA,NA,NA,45,55,39,42,NA,255,42.5,VII,35,39
505,Watchog,NA,NA,NA,60,85,69,77,NA,420,70,VII,60,69
506,Lillipup,NA,NA,NA,45,60,45,55,NA,275,45.83,VII,25,45
507,Herdier,NA,NA,NA,65,80,65,60,NA,370,61.67,VII,35,65
508,Stoutland,NA,NA,NA,85,110,90,80,NA,500,83.33,VII,45,90
509,Purrloin,NA,NA,NA,41,50,37,66,NA,281,46.83,VII,50,37
510,Liepard,NA,NA,NA,64,88,50,106,NA,446,74.33,VII,88,50
511,Pansage,NA,NA,NA,50,53,48,64,NA,316,52.67,VII,53,48
512,Simisage,NA,NA,NA,75,98,63,101,NA,498,83,VII,98,63
513,Pansear,NA,NA,NA,50,53,48,64,NA,316,52.67,VII,53,48
514,Simisear,NA,NA,NA,75,98,63,101,NA,498,83,VII,98,63
515,Panpour,NA,NA,NA,50,53,48,64,NA,316,52.67,VII,53,48
516,Simipour,NA,NA,NA,75,98,63,101,NA,498,83,VII,98,63
517,Munna,NA,NA,NA,76,25,45,24,NA,292,48.67,VII,67,55
518,Musharna,NA,NA,NA,116,55,85,29,NA,487,81.17,VII,107,95
519,Pidove,NA,NA,NA,50,55,50,43,NA,264,44,VII,36,30
520,Tranquill,NA,NA,NA,62,77,62,65,NA,358,59.67,VII,50,42
521,Unfezant,NA,NA,NA,80,115,80,93,NA,488,81.33,VII,65,55
522,Blitzle,NA,NA,NA,45,60,32,76,NA,295,49.17,VII,50,32
523,Zebstrika,NA,NA,NA,75,100,63,116,NA,497,82.83,VII,80,63
524,Roggenrola,NA,NA,NA,55,75,85,15,NA,280,46.67,VII,25,25
525,Boldore,NA,NA,NA,70,105,105,20,NA,390,65,VII,50,40
526,Gigalith,NA,NA,NA,85,135,130,25,NA,515,85.83,VII,60,80
527,Woobat,NA,NA,NA,65,45,43,72,NA,323,53.83,VII,55,43
528,Swoobat,NA,NA,NA,67,57,55,114,NA,425,70.83,VII,77,55
529,Drilbur,NA,NA,NA,60,85,40,68,NA,328,54.67,VII,30,45
530,Excadrill,NA,NA,NA,110,135,60,88,NA,508,84.67,VII,50,65
531,Audino,NA,NA,NA,103,60,86,50,NA,445,74.17,VII,60,86
531,Audino,NA,Mega,Mega Audino,103,60,126,50,NA,545,90.83,VII,80,126
532,Timburr,NA,NA,NA,75,80,55,35,NA,305,50.83,VII,25,35
533,Gurdurr,NA,NA,NA,85,105,85,40,NA,405,67.5,VII,40,50
534,Conkeldurr,NA,NA,NA,105,140,95,45,NA,505,84.17,VII,55,65
535,Tympole,NA,NA,NA,50,50,40,64,NA,294,49,VII,50,40
536,Palpitoad,NA,NA,NA,75,65,55,69,NA,384,64,VII,65,55
537,Seismitoad,NA,NA,NA,105,95,75,74,NA,509,84.83,VII,85,75
538,Throh,NA,NA,NA,120,100,85,45,NA,465,77.5,VII,30,85
539,Sawk,NA,NA,NA,75,125,75,85,NA,465,77.5,VII,30,75
540,Sewaddle,NA,NA,NA,45,53,70,42,NA,310,51.67,VII,40,60
541,Swadloon,NA,NA,NA,55,63,90,42,NA,380,63.33,VII,50,80
542,Leavanny,NA,NA,NA,75,103,80,92,NA,500,83.33,VII,70,80
543,Venipede,NA,NA,NA,30,45,59,57,NA,260,43.33,VII,30,39
544,Whirlipede,NA,NA,NA,40,55,99,47,NA,360,60,VII,40,79
545,Scolipede,NA,NA,NA,60,100,89,112,NA,485,80.83,VII,55,69
546,Cottonee,NA,NA,NA,40,27,60,66,NA,280,46.67,VII,37,50
547,Whimsicott,NA,NA,NA,60,67,85,116,NA,480,80,VII,77,75
548,Petilil,NA,NA,NA,45,35,50,30,NA,280,46.67,VII,70,50
549,Lilligant,NA,NA,NA,70,60,75,90,NA,480,80,VII,110,75
550,Basculin,NA,NA,NA,70,92,65,98,NA,460,76.67,VII,80,55
551,Sandile,NA,NA,NA,50,72,35,65,NA,292,48.67,VII,35,35
552,Krokorok,NA,NA,NA,60,82,45,74,NA,351,58.5,VII,45,45
553,Krookodile,NA,NA,NA,95,117,80,92,NA,519,86.5,VII,65,70
554,Darumaka,NA,NA,NA,70,90,45,50,NA,315,52.5,VII,15,45
555,Darmanitan,Standard Mode,NA,NA,105,140,55,95,NA,480,80,VII,30,55
555,Darmanitan,Zen Mode,NA,NA,105,30,105,55,NA,540,90,VII,140,105
556,Maractus,NA,NA,NA,75,86,67,60,NA,461,76.83,VII,106,67
557,Dwebble,NA,NA,NA,50,65,85,55,NA,325,54.17,VII,35,35
558,Crustle,NA,NA,NA,70,105,125,45,NA,485,80.83,VII,65,75
559,Scraggy,NA,NA,NA,50,75,70,48,NA,348,58,VII,35,70
560,Scrafty,NA,NA,NA,65,90,115,58,NA,488,81.33,VII,45,115
561,Sigilyph,NA,NA,NA,72,58,80,97,NA,490,81.67,VII,103,80
562,Yamask,NA,NA,NA,38,30,85,30,NA,303,50.5,VII,55,65
563,Cofagrigus,NA,NA,NA,58,50,145,30,NA,483,80.5,VII,95,105
564,Tirtouga,NA,NA,NA,54,78,103,22,NA,355,59.17,VII,53,45
565,Carracosta,NA,NA,NA,74,108,133,32,NA,495,82.5,VII,83,65
566,Archen,NA,NA,NA,55,112,45,70,NA,401,66.83,VII,74,45
567,Archeops,NA,NA,NA,75,140,65,110,NA,567,94.5,VII,112,65
568,Trubbish,NA,NA,NA,50,50,62,65,NA,329,54.83,VII,40,62
569,Garbodor,NA,NA,NA,80,95,82,75,NA,474,79,VII,60,82
570,Zorua,NA,NA,NA,40,65,40,65,NA,330,55,VII,80,40
571,Zoroark,NA,NA,NA,60,105,60,105,NA,510,85,VII,120,60
572,Minccino,NA,NA,NA,55,50,40,75,NA,300,50,VII,40,40
573,Cinccino,NA,NA,NA,75,95,60,115,NA,470,78.33,VII,65,60
574,Gothita,NA,NA,NA,45,30,50,45,NA,290,48.33,VII,55,65
575,Gothorita,NA,NA,NA,60,45,70,55,NA,390,65,VII,75,85
576,Gothitelle,NA,NA,NA,70,55,95,65,NA,490,81.67,VII,95,110
577,Solosis,NA,NA,NA,45,30,40,20,NA,290,48.33,VII,105,50
578,Duosion,NA,NA,NA,65,40,50,30,NA,370,61.67,VII,125,60
579,Reuniclus,NA,NA,NA,110,65,75,30,NA,490,81.67,VII,125,85
580,Ducklett,NA,NA,NA,62,44,50,55,NA,305,50.83,VII,44,50
581,Swanna,NA,NA,NA,75,87,63,98,NA,473,78.83,VII,87,63
582,Vanillite,NA,NA,NA,36,50,50,44,NA,305,50.83,VII,65,60
583,Vanillish,NA,NA,NA,51,65,65,59,NA,395,65.83,VII,80,75
584,Vanilluxe,NA,NA,NA,71,95,85,79,NA,535,89.17,VII,110,95
585,Deerling,NA,NA,NA,60,60,50,75,NA,335,55.83,VII,40,50
586,Sawsbuck,NA,NA,NA,80,100,70,95,NA,475,79.17,VII,60,70
587,Emolga,NA,NA,NA,55,75,60,103,NA,428,71.33,VII,75,60
588,Karrablast,NA,NA,NA,50,75,45,60,NA,315,52.5,VII,40,45
589,Escavalier,NA,NA,NA,70,135,105,20,NA,495,82.5,VII,60,105
590,Foongus,NA,NA,NA,69,55,45,15,NA,294,49,VII,55,55
591,Amoonguss,NA,NA,NA,114,85,70,30,NA,464,77.33,VII,85,80
592,Frillish,NA,NA,NA,55,40,50,40,NA,335,55.83,VII,65,85
593,Jellicent,NA,NA,NA,100,60,70,60,NA,480,80,VII,85,105
594,Alomomola,NA,NA,NA,165,75,80,65,NA,470,78.33,VII,40,45
595,Joltik,NA,NA,NA,50,47,50,65,NA,319,53.17,VII,57,50
596,Galvantula,NA,NA,NA,70,77,60,108,NA,472,78.67,VII,97,60
597,Ferroseed,NA,NA,NA,44,50,91,10,NA,305,50.83,VII,24,86
598,Ferrothorn,NA,NA,NA,74,94,131,20,NA,489,81.5,VII,54,116
599,Klink,NA,NA,NA,40,55,70,30,NA,300,50,VII,45,60
600,Klang,NA,NA,NA,60,80,95,50,NA,440,73.33,VII,70,85
601,Klinklang,NA,NA,NA,60,100,115,90,NA,520,86.67,VII,70,85
602,Tynamo,NA,NA,NA,35,55,40,60,NA,275,45.83,VII,45,40
603,Eelektrik,NA,NA,NA,65,85,70,40,NA,405,67.5,VII,75,70
604,Eelektross,NA,NA,NA,85,115,80,50,NA,515,85.83,VII,105,80
605,Elgyem,NA,NA,NA,55,55,55,30,NA,335,55.83,VII,85,55
606,Beheeyem,NA,NA,NA,75,75,75,40,NA,485,80.83,VII,125,95
607,Litwick,NA,NA,NA,50,30,55,20,NA,275,45.83,VII,65,55
608,Lampent,NA,NA,NA,60,40,60,55,NA,370,61.67,VII,95,60
609,Chandelure,NA,NA,NA,60,55,90,80,NA,520,86.67,VII,145,90
610,Axew,NA,NA,NA,46,87,60,57,NA,320,53.33,VII,30,40
611,Fraxure,NA,NA,NA,66,117,70,67,NA,410,68.33,VII,40,50
612,Haxorus,NA,NA,NA,76,147,90,97,NA,540,90,VII,60,70
613,Cubchoo,NA,NA,NA,55,70,40,40,NA,305,50.83,VII,60,40
614,Beartic,NA,NA,NA,95,130,80,50,NA,505,84.17,VII,70,80
615,Cryogonal,NA,NA,NA,80,50,50,105,NA,515,85.83,VII,95,135
616,Shelmet,NA,NA,NA,50,40,85,25,NA,305,50.83,VII,40,65
617,Accelgor,NA,NA,NA,80,70,40,145,NA,495,82.5,VII,100,60
618,Stunfisk,NA,NA,NA,109,66,84,32,NA,471,78.5,VII,81,99
619,Mienfoo,NA,NA,NA,45,85,50,65,NA,350,58.33,VII,55,50
620,Mienshao,NA,NA,NA,65,125,60,105,NA,510,85,VII,95,60
621,Druddigon,NA,NA,NA,77,120,90,48,NA,485,80.83,VII,60,90
622,Golett,NA,NA,NA,59,74,50,35,NA,303,50.5,VII,35,50
623,Golurk,NA,NA,NA,89,124,80,55,NA,483,80.5,VII,55,80
624,Pawniard,NA,NA,NA,45,85,70,60,NA,340,56.67,VII,40,40
625,Bisharp,NA,NA,NA,65,125,100,70,NA,490,81.67,VII,60,70
626,Bouffalant,NA,NA,NA,95,110,95,55,NA,490,81.67,VII,40,95
627,Rufflet,NA,NA,NA,70,83,50,60,NA,350,58.33,VII,37,50
628,Braviary,NA,NA,NA,100,123,75,80,NA,510,85,VII,57,75
629,Vullaby,NA,NA,NA,70,55,75,60,NA,370,61.67,VII,45,65
630,Mandibuzz,NA,NA,NA,110,65,105,80,NA,510,85,VII,55,95
631,Heatmor,NA,NA,NA,85,97,66,65,NA,484,80.67,VII,105,66
632,Durant,NA,NA,NA,58,109,112,109,NA,484,80.67,VII,48,48
633,Deino,NA,NA,NA,52,65,50,38,NA,300,50,VII,45,50
634,Zweilous,NA,NA,NA,72,85,70,58,NA,420,70,VII,65,70
635,Hydreigon,NA,NA,NA,92,105,90,98,NA,600,100,VII,125,90
636,Larvesta,NA,NA,NA,55,85,55,60,NA,360,60,VII,50,55
637,Volcarona,NA,NA,NA,85,60,65,100,NA,550,91.67,VII,135,105
638,Cobalion,NA,NA,NA,91,90,129,108,NA,580,96.67,VII,90,72
639,Terrakion,NA,NA,NA,91,129,90,108,NA,580,96.67,VII,72,90
640,Virizion,NA,NA,NA,91,90,72,108,NA,580,96.67,VII,90,129
641,Tornadus,Incarnate Forme,NA,NA,79,115,70,111,NA,580,96.67,VII,125,80
641,Tornadus,Therian Forme,NA,NA,79,100,80,121,NA,580,96.67,VII,110,90
642,Thundurus,Incarnate Forme,NA,NA,79,115,70,111,NA,580,96.67,VII,125,80
642,Thundurus,Therian Forme,NA,NA,79,105,70,101,NA,580,96.67,VII,145,80
643,Reshiram,NA,NA,NA,100,120,100,90,NA,680,113.33,VII,150,120
644,Zekrom,NA,NA,NA,100,150,120,90,NA,680,113.33,VII,120,100
645,Landorus,Incarnate Forme,NA,NA,89,125,90,101,NA,600,100,VII,115,80
645,Landorus,Therian Forme,NA,NA,89,145,90,91,NA,600,100,VII,105,80
646,Kyurem,NA,NA,NA,125,130,90,95,NA,660,110,VII,130,90
646,Kyurem,Black Kyurem,NA,NA,125,170,100,95,NA,700,116.67,VII,120,90
646,Kyurem,White Kyurem,NA,NA,125,120,90,95,NA,700,116.67,VII,170,100
647,Keldeo,NA,NA,NA,91,72,90,108,NA,580,96.67,VII,129,90
648,Meloetta,Aria Forme,NA,NA,100,77,77,90,NA,600,100,VII,128,128
648,Meloetta,Pirouette Forme,NA,NA,100,128,90,128,NA,600,100,VII,77,77
649,Genesect,NA,NA,NA,71,120,95,99,NA,600,100,VII,120,95
650,Chespin,NA,NA,NA,56,61,65,38,NA,313,52.17,VII,48,45
651,Quilladin,NA,NA,NA,61,78,95,57,NA,405,67.5,VII,56,58
652,Chesnaught,NA,NA,NA,88,107,122,64,NA,530,88.33,VII,74,75
653,Fennekin,NA,NA,NA,40,45,40,60,NA,307,51.17,VII,62,60
654,Braixen,NA,NA,NA,59,59,58,73,NA,409,68.17,VII,90,70
655,Delphox,NA,NA,NA,75,69,72,104,NA,534,89,VII,114,100
656,Froakie,NA,NA,NA,41,56,40,71,NA,314,52.33,VII,62,44
657,Frogadier,NA,NA,NA,54,63,52,97,NA,405,67.5,VII,83,56
658,Greninja,NA,NA,NA,72,95,67,122,NA,530,88.33,VII,103,71
658,Greninja,Ash-Greninja,NA,NA,72,145,67,132,NA,640,106.67,VII,153,71
659,Bunnelby,NA,NA,NA,38,36,38,57,NA,237,39.5,VII,32,36
660,Diggersby,NA,NA,NA,85,56,77,78,NA,423,70.5,VII,50,77
661,Fletchling,NA,NA,NA,45,50,43,62,NA,278,46.33,VII,40,38
662,Fletchinder,NA,NA,NA,62,73,55,84,NA,382,63.67,VII,56,52
663,Talonflame,NA,NA,NA,78,81,71,126,NA,499,83.17,VII,74,69
664,Scatterbug,NA,NA,NA,38,35,40,35,NA,200,33.33,VII,27,25
665,Spewpa,NA,NA,NA,45,22,60,29,NA,213,35.5,VII,27,30
666,Vivillon,NA,NA,NA,80,52,50,89,NA,411,68.5,VII,90,50
667,Litleo,NA,NA,NA,62,50,58,72,NA,369,61.5,VII,73,54
668,Pyroar,NA,NA,NA,86,68,72,106,NA,507,84.5,VII,109,66
669,Flabébé,NA,NA,NA,44,38,39,42,NA,303,50.5,VII,61,79
670,Floette,NA,NA,NA,54,45,47,52,NA,371,61.83,VII,75,98
671,Florges,NA,NA,NA,78,65,68,75,NA,552,92,VII,112,154
672,Skiddo,NA,NA,NA,66,65,48,52,NA,350,58.33,VII,62,57
673,Gogoat,NA,NA,NA,123,100,62,68,NA,531,88.5,VII,97,81
674,Pancham,NA,NA,NA,67,82,62,43,NA,348,58,VII,46,48
675,Pangoro,NA,NA,NA,95,124,78,58,NA,495,82.5,VII,69,71
676,Furfrou,NA,NA,NA,75,80,60,102,NA,472,78.67,VII,65,90
